Longitude,Latitude,annee,diplome,NameOfUni,academie,domaine,discipline,situation,nombre_de_reponses,taux_de_reponse,poids_de_la_discipline,taux_dinsertion,emplois_cadre_ou_professions_intermediaires,emplois_stables,emplois_a_temps_plein,salaire_net_median_des_emplois_a_temps_plein,salaire_brut_annuel_estime,de_diplomes_boursiers,taux_de_chomage_regional,salaire_net_mensuel_median_regional,emplois_cadre,emplois_exterieurs_a_la_region_de_luniversite,femmes,salaire_net_mensuel_regional_1er_quartile,salaire_net_mensuel_regional_3eme_quartile
3.138063,50.609049,2013,MASTER LMD,Lille 1 - Sciences technologies France,Lille,"Droit, économie et gestion",Gestion,18 mois après le diplôme,369,92,42,87,95,65,98,1800,28100,24,12.4,1820,46,38,59,1480,2120
3.138063,50.609049,2013,MASTER LMD,Lille 1 - Sciences technologies France,Lille,"Sciences, technologies et santé",Sciences fondamentales,18 mois après le diplôme,67,95,7,85,92,46,98,1850,28900,24,12.4,1820,60,51,57,1480,2120
3.138063,50.609049,2013,MASTER LMD,Lille 1 - Sciences technologies France,Lille,"Sciences, technologies et santé",Informatique,18 mois après le diplôme,93,94,10,100,100,92,100,2000,31200,24,12.4,1820,95,18,9,1480,2120
3.0751371,50.63166,2013,MASTER LMD,Lille 2 - Droit et santé France,Lille,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,124,85,28,94,89,69,94,1800,28000,23,12.4,1820,61,41,61,1480,2120
3.1263292,50.6275863,2013,MASTER ENS,Lille 3 - Charles-de-Gaulle France,Lille,Masters enseignement,Masters enseignement,18 mois après le diplôme,68,85,100,87,95,81,80,1700,26500,,12.4,1820,83,20,74,1480,2120
3.1263292,50.6275863,2013,MASTER LMD,Lille 3 - Charles-de-Gaulle France,Lille,"Droit, économie et gestion","Autres formations juridiques, économiques et de gestion",18 mois après le diplôme,7,88,2,ns,ns,ns,ns,ns,,37,12.4,1820,ns,ns,ns,1480,2120
3.1263292,50.6275863,2013,MASTER LMD,Lille 3 - Charles-de-Gaulle France,Lille,"Lettres, langues, arts","Lettres, langues, arts",18 mois après le diplôme,144,83,35,86,81,71,82,1500,23400,37,12.4,1820,41,46,81,1480,2120
3.1263292,50.6275863,2013,MASTER LMD,Lille 3 - Charles-de-Gaulle France,Lille,Sciences humaines et sociales,Autres sciences humaines et sociales,18 mois après le diplôme,31,81,7,87,ns,ns,ns,ns,,37,12.4,1820,ns,ns,63,1480,2120
2.373088,51.0401889,2013,MASTER LMD,Littoral - Côte d'Opale France,Lille,"Droit, économie et gestion",Gestion,30 mois après le diplôme,193,58,64,92,78,85,98,1800,28100,20,12.4,1820,41,44,54,1480,2120
2.373088,51.0401889,2013,MASTER LMD,Littoral - Côte d'Opale France,Lille,"Sciences, technologies et santé",Sciences de l'ingénieur,18 mois après le diplôme,2,40,1,ns,ns,ns,ns,ns,,20,12.4,1820,ns,ns,ns,1480,2120
2.373088,51.0401889,2013,MASTER LMD,Littoral - Côte d'Opale France,Lille,"Sciences, technologies et santé","Autres sciences, technologies et santé",30 mois après le diplôme,31,60,10,97,83,77,90,ns,,20,12.4,1820,66,33,38,1480,2120
,,2013,MASTER ENS,Artois France,Lille,Masters enseignement,Masters enseignement,18 mois après le diplôme,292,82,100,98,89,87,93,1680,26200,,12.4,1820,85,7,85,1480,2120
,,2013,MASTER LMD,Artois France,Lille,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,62,76,29,94,73,81,100,1600,25000,38,12.4,1820,27,15,61,1480,2120
,,2013,MASTER LMD,Artois France,Lille,"Droit, économie et gestion",Droit,30 mois après le diplôme,21,88,10,ns,ns,ns,ns,ns,,38,12.4,1820,ns,ns,ns,1480,2120
,,2013,MASTER LMD,Artois France,Lille,"Sciences, technologies et santé",Sciences fondamentales,30 mois après le diplôme,3,80,1,ns,ns,ns,ns,ns,,38,12.4,1820,ns,ns,ns,1480,2120
,,2013,MASTER LMD,Artois France,Lille,"Sciences, technologies et santé",Informatique,30 mois après le diplôme,12,82,5,ns,ns,ns,ns,ns,,38,12.4,1820,ns,ns,ns,1480,2120
3.08794,45.77059,2013,MASTER LMD,Clermont-Ferrand 1 - Auvergne France,Clermont-Ferrand,"Droit, économie et gestion",Économie,18 mois après le diplôme,1,75,0,ns,ns,ns,ns,ns,,33,8.9,1780,ns,ns,ns,1440,2070
3.08794,45.77059,2013,MASTER LMD,Clermont-Ferrand 1 - Auvergne France,Clermont-Ferrand,"Sciences, technologies et santé",Sciences de la vie et de la terre,18 mois après le diplôme,26,88,9,ns,ns,ns,ns,ns,,33,8.9,1780,ns,ns,ns,1440,2070
3.0878597,45.7783527,2013,MASTER LMD,Clermont-Ferrand 2 - Blaise Pascal France,Clermont-Ferrand,"Droit, économie et gestion","Autres formations juridiques, économiques et de gestion",18 mois après le diplôme,9,100,3,ns,ns,ns,ns,ns,,35,8.9,1780,ns,ns,ns,1440,2070
3.0878597,45.7783527,2013,MASTER LMD,Clermont-Ferrand 2 - Blaise Pascal France,Clermont-Ferrand,Sciences humaines et sociales,Ensemble sciences humaines et sociales,18 mois après le diplôme,78,85,22,79,67,46,82,1410,22100,35,8.9,1780,41,47,81,1440,2070
3.0878597,45.7783527,2013,MASTER LMD,Clermont-Ferrand 2 - Blaise Pascal France,Clermont-Ferrand,Sciences humaines et sociales,Autres sciences humaines et sociales,30 mois après le diplôme,14,79,4,ns,ns,ns,ns,ns,,35,8.9,1780,ns,ns,ns,1440,2070
3.0878597,45.7783527,2013,MASTER LMD,Clermont-Ferrand 2 - Blaise Pascal France,Clermont-Ferrand,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,172,83,49,88,95,63,98,1920,30000,35,8.9,1780,71,53,40,1440,2070
,,2011,MASTER LMD,La Réunion France,La Réunion,"Sciences, technologies et santé",Informatique,30 mois après le diplôme,0,,,nd,nd,nd,nd,nd,,42,nd,1810,nd,nd,nd,,
7.266587400000001,43.7169034,2012,MASTER LMD,Nice - Sophia-Antipolis France,Nice,Sciences humaines et sociales,Histoire-géographie,18 mois après le diplôme,17,65,3,ns,ns,ns,ns,ns,,29,11.7,1790,ns,ns,ns,1390,2170
7.266587400000001,43.7169034,2012,MASTER LMD,Nice - Sophia-Antipolis France,Nice,Sciences humaines et sociales,Psychologie,30 mois après le diplôme,38,71,7,89,100,53,64,ns,,29,11.7,1790,100,31,92,1390,2170
7.266587400000001,43.7169034,2012,MASTER LMD,Nice - Sophia-Antipolis France,Nice,Sciences humaines et sociales,Information communication,18 mois après le diplôme,16,43,3,ns,ns,ns,ns,ns,,29,11.7,1790,ns,ns,ns,1390,2170
7.266587400000001,43.7169034,2012,MASTER LMD,Nice - Sophia-Antipolis France,Nice,"Sciences, technologies et santé",Sciences de l'ingénieur,30 mois après le diplôme,2,100,0,ns,nd,nd,nd,nd,,29,11.7,1790,nd,nd,ns,1390,2170
7.266587400000001,43.7169034,2012,MASTER LMD,Nice - Sophia-Antipolis France,Nice,"Sciences, technologies et santé",Informatique,30 mois après le diplôme,67,58,12,97,97,97,100,2300,35900,29,11.7,1790,95,23,18,1390,2170
7.266587400000001,43.7169034,2012,MASTER LMD,Nice - Sophia-Antipolis France,Nice,"Sciences, technologies et santé",Informatique,18 mois après le diplôme,67,58,12,93,95,92,98,2180,34100,29,11.7,1790,93,23,18,1390,2170
4.066776100000001,48.26916199999999,2012,MASTER LMD,Université de technologie de Troyes France,Reims,"Sciences, technologies et santé",Sciences fondamentales,18 mois après le diplôme,3,67,6,ns,nd,ns,ns,ns,,24,11,1780,nd,ns,ns,1460,2100
7.3121303,47.7301377,2011,MASTER LMD,Mulhouse - Haute Alsace France,Strasbourg,"Droit, économie et gestion",Gestion,30 mois après le diplôme,47,72,23,94,70,70,98,ns,,34,8.9,1760,47,39,51,,
7.3121303,47.7301377,2011,MASTER LMD,Mulhouse - Haute Alsace France,Strasbourg,Sciences humaines et sociales,Information communication,30 mois après le diplôme,25,96,11,ns,ns,ns,ns,ns,,34,8.9,1760,ns,ns,ns,,
4.8396946,45.7544938,2011,MASTER ENS,Lyon 1 - Claude Bernard France,Lyon,Masters enseignement,"Masters enseignement : second degré, CPE...",30 mois après le diplôme,51,74,8,94,92,85,96,1790,28000,25,8.5,1730,63,35,63,,
4.8396946,45.7544938,2011,MASTER LMD,Lyon 1 - Claude Bernard France,Lyon,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,5,71,1,ns,ns,ns,ns,ns,,25,8.5,1730,ns,ns,ns,,
4.8396946,45.7544938,2011,MASTER LMD,Lyon 1 - Claude Bernard France,Lyon,"Droit, économie et gestion",Économie,30 mois après le diplôme,5,71,1,ns,ns,ns,ns,ns,,25,8.5,1730,ns,ns,ns,,
4.8396946,45.7544938,2011,MASTER LMD,Lyon 1 - Claude Bernard France,Lyon,Sciences humaines et sociales,Information communication,30 mois après le diplôme,1,100,0,ns,ns,ns,ns,nd,,25,8.5,1730,ns,ns,ns,,
4.8396946,45.7544938,2011,MASTER LMD,Lyon 1 - Claude Bernard France,Lyon,"Sciences, technologies et santé",Informatique,30 mois après le diplôme,42,89,6,98,100,88,100,2090,32600,25,8.5,1730,95,24,5,,
4.8371866,45.7507518,2011,MASTER LMD,Lyon 2 - Lumière France,Lyon,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,45,69,7,100,92,87,95,1870,29200,28,8.5,1730,69,44,31,,
4.8371866,45.7507518,2011,MASTER LMD,Lyon 2 - Lumière France,Lyon,"Sciences, technologies et santé",Informatique,30 mois après le diplôme,45,69,7,100,92,87,95,1870,29200,28,8.5,1730,69,44,31,,
4.8377007,45.7674337,2011,MASTER LMD,Lyon 3 - Jean Moulin France,Lyon,"Droit, économie et gestion","Autres formations juridiques, économiques et de gestion",30 mois après le diplôme,62,76,8,77,94,52,96,1800,28100,23,8.5,1730,75,74,48,,
-0.346575,47.48386199999999,2011,MASTER ENS,Le Mans - Maine France,Nantes,Masters enseignement,Masters enseignement : premier degré,30 mois après le diplôme,60,87,23,92,80,64,86,1690,26400,31,8.5,1690,78,27,85,,
-0.346575,47.48386199999999,2011,MASTER LMD,Le Mans - Maine France,Nantes,"Droit, économie et gestion",Économie,30 mois après le diplôme,42,94,15,93,70,72,92,ns,,31,8.5,1690,35,55,48,,
-0.346575,47.48386199999999,2011,MASTER LMD,Le Mans - Maine France,Nantes,"Droit, économie et gestion",Gestion,30 mois après le diplôme,2,100,1,ns,ns,ns,ns,ns,,31,8.5,1690,ns,ns,ns,,
-0.346575,47.48386199999999,2011,MASTER LMD,Le Mans - Maine France,Nantes,Sciences humaines et sociales,Histoire-géographie,30 mois après le diplôme,40,96,14,78,63,38,63,ns,,31,8.5,1690,35,54,80,,
-0.346575,47.48386199999999,2011,MASTER LMD,Le Mans - Maine France,Nantes,"Sciences, technologies et santé",Sciences de la vie et de la terre,30 mois après le diplôme,2,100,1,ns,ns,ns,ns,ns,,31,8.5,1690,ns,ns,ns,,
-0.346575,47.48386199999999,2011,MASTER LMD,Le Mans - Maine France,Nantes,"Sciences, technologies et santé","Autres sciences, technologies et santé",30 mois après le diplôme,7,100,3,ns,ns,ns,ns,ns,,31,8.5,1690,ns,ns,ns,,
5.917781,45.564601,2011,MASTER ENS,Chambéry - Savoie France,Grenoble,Masters enseignement,"Masters enseignement : second degré, CPE...",30 mois après le diplôme,7,88,2,ns,ns,ns,ns,ns,,39,8.5,1730,ns,ns,ns,,
5.917781,45.564601,2011,MASTER LMD,Chambéry - Savoie France,Grenoble,Sciences humaines et sociales,Psychologie,30 mois après le diplôme,51,96,10,96,94,59,69,1530,23900,39,8.5,1730,84,51,86,,
5.917781,45.564601,2011,MASTER LMD,Chambéry - Savoie France,Grenoble,Sciences humaines et sociales,Autres sciences humaines et sociales,30 mois après le diplôme,5,100,1,ns,ns,ns,ns,ns,,39,8.5,1730,ns,ns,ns,,
5.917781,45.564601,2011,MASTER LMD,Chambéry - Savoie France,Grenoble,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,100,94,20,88,91,75,97,1920,30000,39,8.5,1730,72,47,34,,
2.273451,48.870029,2011,MASTER LMD,Paris - Dauphine France,Paris,"Droit, économie et gestion",Économie,30 mois après le diplôme,0,,,,,,,,,39,8.6,1990,,,,,
2.273451,48.870029,2011,MASTER LMD,Paris - Dauphine France,Paris,"Droit, économie et gestion",Gestion,30 mois après le diplôme,0,,,,,,,,,39,8.6,1990,,,,,
2.273451,48.870029,2011,MASTER LMD,Paris - Dauphine France,Paris,"Sciences, technologies et santé",Sciences fondamentales,30 mois après le diplôme,0,,,,,,,,,39,8.6,1990,,,,,
2.344468,48.8469373,2011,MASTER ENS,Paris 1 - Panthéon Sorbonne France,Paris,Masters enseignement,"Masters enseignement : second degré, CPE...",30 mois après le diplôme,27,54,4,ns,ns,ns,ns,ns,,19,8.6,1990,ns,ns,ns,,
2.344468,48.8469373,2011,MASTER LMD,Paris 1 - Panthéon Sorbonne France,Paris,"Droit, économie et gestion",Gestion,30 mois après le diplôme,193,64,24,93,92,83,100,2470,38500,19,8.6,1990,83,17,62,,
2.344468,48.8469373,2011,MASTER LMD,Paris 1 - Panthéon Sorbonne France,Paris,"Droit, économie et gestion","Autres formations juridiques, économiques et de gestion",30 mois après le diplôme,101,71,11,96,85,66,96,1950,30400,19,8.6,1990,65,30,64,,
2.344468,48.8469373,2011,MASTER LMD,Paris 1 - Panthéon Sorbonne France,Paris,"Sciences, technologies et santé",Sciences fondamentales,30 mois après le diplôme,11,73,2,ns,ns,ns,ns,ns,,19,8.6,1990,ns,ns,ns,,
2.3538807,48.83979619999999,2011,MASTER LMD,Paris 3 - Sorbonne Nouvelle France,Paris,Sciences humaines et sociales,Autres sciences humaines et sociales,30 mois après le diplôme,45,59,20,91,80,59,93,1820,28400,19,8.6,1990,63,39,69,,
2.3432774,48.8484556,2011,MASTER ENS,Paris 4 - Sorbonne France,Paris,Masters enseignement,"Masters enseignement : second degré, CPE...",30 mois après le diplôme,92,54,24,98,94,91,96,1720,26800,17,8.6,1990,90,8,95,,
2.340761,48.851251,2011,MASTER ENS,Paris René Descartes France,Paris,Masters enseignement,Masters enseignement,30 mois après le diplôme,31,70,9,97,100,94,94,ns,,19,8.6,1990,94,7,68,,
2.340761,48.851251,2011,MASTER LMD,Paris René Descartes France,Paris,"Lettres, langues, arts","Lettres, langues, arts",30 mois après le diplôme,13,58,4,ns,ns,ns,ns,ns,,19,8.6,1990,ns,ns,ns,,
2.340761,48.851251,2011,MASTER LMD,Paris René Descartes France,Paris,"Sciences, technologies et santé",Sciences de la vie et de la terre,30 mois après le diplôme,34,73,9,100,94,53,97,ns,,19,8.6,1990,91,30,68,,
2.357499,48.8471036,2011,MASTER ENS,Paris Pierre et Marie Curie France,Paris,Masters enseignement,Masters enseignement,30 mois après le diplôme,37,66,11,95,97,94,97,1880,29400,28,8.6,1990,92,20,78,,
2.357499,48.8471036,2011,MASTER ENS,Paris Pierre et Marie Curie France,Paris,Masters enseignement,"Masters enseignement : second degré, CPE...",30 mois après le diplôme,37,66,11,95,97,94,97,1880,29400,28,8.6,1990,92,20,78,,
2.357499,48.8471036,2011,MASTER LMD,Paris Pierre et Marie Curie France,Paris,"Sciences, technologies et santé",Sciences fondamentales,30 mois après le diplôme,48,54,16,92,98,98,98,2400,37400,28,8.6,1990,86,16,44,,
,,2011,MASTER LMD,Paris 7 - Denis Diderot France,Paris,Sciences humaines et sociales,Histoire-géographie,30 mois après le diplôme,20,69,5,ns,ns,ns,ns,ns,,18,8.6,1990,ns,ns,ns,,
,,2011,MASTER LMD,Paris 7 - Denis Diderot France,Paris,"Sciences, technologies et santé",Sciences fondamentales,30 mois après le diplôme,52,64,15,92,100,79,98,2400,37400,18,8.6,1990,90,21,40,,
,,2011,MASTER LMD,Paris 7 - Denis Diderot France,Paris,"Sciences, technologies et santé",Informatique,30 mois après le diplôme,29,90,8,ns,ns,ns,ns,ns,,18,8.6,1990,ns,ns,ns,,
,,2011,MASTER ENS,Rouen France,Rouen,Masters enseignement,Masters enseignement : premier degré,30 mois après le diplôme,108,72,22,98,75,75,88,1650,25700,29,10.9,1770,70,25,89,,
0.107929,49.49437,2011,MASTER ENS,Le Havre France,Rouen,Masters enseignement,Masters enseignement,30 mois après le diplôme,18,45,15,ns,ns,ns,ns,ns,,32,10.9,1770,ns,ns,ns,,
0.107929,49.49437,2011,MASTER LMD,Le Havre France,Rouen,"Droit, économie et gestion",Droit,30 mois après le diplôme,6,80,4,ns,ns,ns,ns,ns,,32,10.9,1770,ns,ns,ns,,
0.107929,49.49437,2011,MASTER LMD,Le Havre France,Rouen,"Droit, économie et gestion",Économie,30 mois après le diplôme,1,50,1,ns,ns,ns,ns,ns,,32,10.9,1770,ns,ns,ns,,
0.107929,49.49437,2011,MASTER LMD,Le Havre France,Rouen,Sciences humaines et sociales,Histoire-géographie,30 mois après le diplôme,4,50,2,ns,ns,ns,ns,ns,,32,10.9,1770,ns,ns,ns,,
0.107929,49.49437,2011,MASTER LMD,Le Havre France,Rouen,"Sciences, technologies et santé",Sciences de la vie et de la terre,30 mois après le diplôme,5,45,3,ns,ns,ns,ns,ns,,32,10.9,1770,ns,ns,ns,,
2.586253,48.840109,2011,MASTER LMD,Paris-Est Marne-la-Vallée France,Créteil,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,170,57,39,92,85,82,98,2150,33500,18,8.6,1990,65,12,70,,
2.586253,48.840109,2011,MASTER LMD,Paris-Est Marne-la-Vallée France,Créteil,Sciences humaines et sociales,Autres sciences humaines et sociales,30 mois après le diplôme,85,78,13,93,92,70,99,2200,34200,18,8.6,1990,71,32,47,,
2.586253,48.840109,2011,MASTER LMD,Paris-Est Marne-la-Vallée France,Créteil,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,183,78,31,88,96,91,99,2250,35100,18,8.6,1990,82,17,38,,
,,2011,MASTER ENS,Amiens - Picardie Jules-Verne France,Amiens,Masters enseignement,Masters enseignement : premier degré,30 mois après le diplôme,122,63,26,97,79,75,91,1650,25700,32,11.5,1830,75,14,80,,
,,2011,MASTER LMD,Amiens - Picardie Jules-Verne France,Amiens,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,97,60,22,95,85,75,95,2170,33800,32,11.5,1830,54,59,48,,
,,2011,MASTER LMD,Amiens - Picardie Jules-Verne France,Amiens,"Droit, économie et gestion",Droit,30 mois après le diplôme,26,62,6,ns,ns,ns,ns,ns,,32,11.5,1830,ns,ns,ns,,
,,2011,MASTER LMD,Amiens - Picardie Jules-Verne France,Amiens,"Droit, économie et gestion","Autres formations juridiques, économiques et de gestion",30 mois après le diplôme,8,45,2,ns,ns,ns,ns,ns,,32,11.5,1830,ns,ns,ns,,
,,2011,MASTER LMD,Amiens - Picardie Jules-Verne France,Amiens,Sciences humaines et sociales,Psychologie,30 mois après le diplôme,54,82,10,98,94,58,73,1560,24300,32,11.5,1830,81,53,93,,
,,2011,MASTER LMD,Amiens - Picardie Jules-Verne France,Amiens,Sciences humaines et sociales,Autres sciences humaines et sociales,30 mois après le diplôme,24,60,5,ns,ns,ns,ns,ns,,32,11.5,1830,ns,ns,ns,,
,,2011,MASTER LMD,Amiens - Picardie Jules-Verne France,Amiens,"Sciences, technologies et santé",Sciences de l'ingénieur,30 mois après le diplôme,16,73,3,ns,ns,ns,ns,ns,,32,11.5,1830,ns,ns,ns,,
,,2011,MASTER LMD,Amiens - Picardie Jules-Verne France,Amiens,"Sciences, technologies et santé","Autres sciences, technologies et santé",30 mois après le diplôme,19,55,4,ns,ns,ns,ns,ns,,32,11.5,1830,ns,ns,ns,,
2.1388672,43.9194985,2011,MASTER LMD,Institut national universitaire Jean-François Champollion France,Toulouse,"Sciences, technologies et santé",Sciences de l'ingénieur,30 mois après le diplôme,10,88,,,,,,,,49,9.9,1720,,,,,
4.805528,43.94931700000001,2011,MASTER LMD,Avignon France,Aix-Marseille,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,46,75,26,78,72,72,95,ns,,37,11.2,1730,47,78,72,,
4.805528,43.94931700000001,2011,MASTER LMD,Avignon France,Aix-Marseille,Sciences humaines et sociales,Information communication,30 mois après le diplôme,28,66,17,ns,ns,ns,ns,ns,,37,11.2,1730,ns,ns,ns,,
0.340375,46.58022400000001,2011,MASTER ENS,Poitiers France,Poitiers,Masters enseignement,Masters enseignement,30 mois après le diplôme,177,74,20,96,88,81,90,1700,26500,32,9.1,1690,75,32,81,,
0.340375,46.58022400000001,2011,MASTER LMD,Poitiers France,Poitiers,"Sciences, technologies et santé",Sciences fondamentales,30 mois après le diplôme,15,57,2,ns,ns,ns,ns,ns,,32,9.1,1690,ns,ns,ns,,
1.261105,45.83361900000001,2011,MASTER ENS,Limoges France,Limoges,Masters enseignement,"Masters enseignement : second degré, CPE...",30 mois après le diplôme,22,67,8,ns,ns,ns,ns,ns,,26,8.9,1720,ns,ns,ns,,
1.261105,45.83361900000001,2011,MASTER LMD,Limoges France,Limoges,Sciences humaines et sociales,Autres sciences humaines et sociales,30 mois après le diplôme,19,92,5,ns,ns,ns,ns,ns,,26,8.9,1720,ns,ns,ns,,
1.261105,45.83361900000001,2011,MASTER LMD,Limoges France,Limoges,"Sciences, technologies et santé",Informatique,30 mois après le diplôme,4,80,1,ns,ns,ns,ns,ns,,26,8.9,1720,ns,ns,ns,,
,,2011,MASTER ENS,Paris 11 - Paris Sud France,Versailles,Masters enseignement,"Masters enseignement : second degré, CPE...",30 mois après le diplôme,16,56,5,ns,ns,ns,ns,ns,,21,8.6,1990,ns,ns,ns,,
,,2011,MASTER LMD,Paris 11 - Paris Sud France,Versailles,"Droit, économie et gestion","Autres formations juridiques, économiques et de gestion",30 mois après le diplôme,3,67,1,ns,ns,ns,ns,ns,,21,8.6,1990,ns,ns,ns,,
,,2011,MASTER LMD,Paris 11 - Paris Sud France,Versailles,"Sciences, technologies et santé",Sciences fondamentales,30 mois après le diplôme,35,56,11,94,100,82,97,ns,,21,8.6,1990,88,39,37,,
,,2011,MASTER LMD,Paris Ouest Nanterre La Défense France,Versailles,"Droit, économie et gestion","Autres formations juridiques, économiques et de gestion",30 mois après le diplôme,101,40,29,91,84,82,93,2250,35100,19,8.6,1990,71,11,51,,
2.3620284,48.91197649999999,2011,MASTER ENS,Paris 13 - Paris Nord France,Créteil,Masters enseignement,Masters enseignement,30 mois après le diplôme,6,43,3,ns,ns,ns,ns,ns,,27,8.6,1990,ns,ns,ns,,
2.3620284,48.91197649999999,2011,MASTER LMD,Paris 13 - Paris Nord France,Créteil,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,88,50,36,91,94,84,98,2230,34800,27,8.6,1990,83,5,51,,
2.3620284,48.91197649999999,2011,MASTER LMD,Paris 13 - Paris Nord France,Créteil,"Droit, économie et gestion",Économie,30 mois après le diplôme,26,69,10,ns,ns,ns,ns,ns,,27,8.6,1990,ns,ns,ns,,
2.3620284,48.91197649999999,2011,MASTER LMD,Paris 13 - Paris Nord France,Créteil,"Droit, économie et gestion",Gestion,30 mois après le diplôme,37,43,16,95,94,89,100,ns,,27,8.6,1990,83,9,38,,
2.3620284,48.91197649999999,2011,MASTER LMD,Paris 13 - Paris Nord France,Créteil,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,145,67,45,92,94,65,87,1930,30100,27,8.6,1990,68,20,86,,
2.3620284,48.91197649999999,2011,MASTER LMD,Paris 13 - Paris Nord France,Créteil,Sciences humaines et sociales,Information communication,30 mois après le diplôme,84,71,27,93,94,77,95,2000,31200,27,8.6,1990,65,15,89,,
2.3635622,48.9449361,2011,MASTER LMD,Paris 8 - Vincennes Saint-Denis France,Créteil,Sciences humaines et sociales,Information communication,30 mois après le diplôme,43,53,23,93,82,68,100,1840,28700,30,8.6,1990,62,21,74,,
2.3635622,48.9449361,2011,MASTER LMD,Paris 8 - Vincennes Saint-Denis France,Créteil,Sciences humaines et sociales,Autres sciences humaines et sociales,30 mois après le diplôme,19,45,10,ns,ns,ns,ns,ns,,30,8.6,1990,ns,ns,ns,,
,,2011,MASTER ENS,Paris-Est Créteil France,Créteil,Masters enseignement,Masters enseignement : premier degré,30 mois après le diplôme,153,66,19,96,93,93,98,1720,26800,22,8.6,1990,86,3,92,,
,,2011,MASTER LMD,Paris-Est Créteil France,Créteil,"Droit, économie et gestion",Droit,30 mois après le diplôme,37,61,5,78,ns,ns,ns,ns,,22,8.6,1990,ns,ns,76,,
,,2011,MASTER LMD,Paris-Est Créteil France,Créteil,"Lettres, langues, arts","Lettres, langues, arts",30 mois après le diplôme,26,49,4,ns,ns,ns,ns,ns,,22,8.6,1990,ns,ns,ns,,
,,2011,MASTER LMD,Paris-Est Créteil France,Créteil,"Sciences, technologies et santé","Autres sciences, technologies et santé",30 mois après le diplôme,17,83,2,ns,ns,ns,ns,ns,,22,8.6,1990,ns,ns,ns,,
,,2011,MASTER ENS,Cergy-Pontoise France,Versailles,Masters enseignement,"Masters enseignement : second degré, CPE...",30 mois après le diplôme,31,51,6,100,ns,91,100,ns,,19,8.6,1990,ns,10,72,,
,,2011,MASTER LMD,Cergy-Pontoise France,Versailles,"Sciences, technologies et santé",Sciences de l'ingénieur,30 mois après le diplôme,24,56,4,ns,ns,ns,ns,ns,,19,8.6,1990,ns,ns,ns,,
9.152836599999999,42.2989986,2011,MASTER ENS,Corse - Pasquale Paoli France,Corse,Masters enseignement,"Masters enseignement : second degré, CPE...",30 mois après le diplôme,1,40,1,ns,ns,ns,ns,ns,,31,9.9,1580,ns,ns,ns,,
9.152836599999999,42.2989986,2011,MASTER LMD,Corse - Pasquale Paoli France,Corse,"Droit, économie et gestion",Droit,30 mois après le diplôme,7,93,5,ns,ns,ns,ns,ns,,31,9.9,1580,ns,ns,ns,,
9.152836599999999,42.2989986,2011,MASTER LMD,Corse - Pasquale Paoli France,Corse,"Droit, économie et gestion",Gestion,30 mois après le diplôme,25,82,19,ns,ns,ns,ns,ns,,31,9.9,1580,ns,ns,ns,,
9.152836599999999,42.2989986,2011,MASTER LMD,Corse - Pasquale Paoli France,Corse,"Lettres, langues, arts","Lettres, langues, arts",30 mois après le diplôme,1,50,1,ns,nd,nd,nd,nd,,31,9.9,1580,nd,nd,ns,,
9.152836599999999,42.2989986,2011,MASTER LMD,Corse - Pasquale Paoli France,Corse,Sciences humaines et sociales,Histoire-géographie,30 mois après le diplôme,12,46,15,ns,ns,ns,ns,ns,,31,9.9,1580,ns,ns,ns,,
9.152836599999999,42.2989986,2011,MASTER LMD,Corse - Pasquale Paoli France,Corse,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,47,76,38,83,77,59,95,ns,,31,9.9,1580,52,39,34,,
-52.272216,4.91122,2011,MASTER LMD,Antilles-Guyane France,Guadeloupe,"Droit, économie et gestion",Gestion,30 mois après le diplôme,15,39,,,,,,,,,nd,2050,,,,,
-52.272216,4.91122,2011,MASTER LMD,Antilles-Guyane France,Guadeloupe,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,4,19,,,,,,,,,nd,2050,,,,,
-52.272216,4.91122,2011,MASTER LMD,Antilles-Guyane France,Guadeloupe,Sciences humaines et sociales,Histoire-géographie,30 mois après le diplôme,2,14,,,,,,,,,nd,2050,,,,,
,,2011,MASTER LMD,La Réunion France,La Réunion,"Droit, économie et gestion",Droit,30 mois après le diplôme,10,49,6,ns,ns,ns,ns,ns,,42,nd,1810,ns,ns,ns,,
