Longitude,Latitude,annee,diplome,NameOfUni,academie,domaine,discipline,situation,nombre_de_reponses,taux_de_reponse,poids_de_la_discipline,taux_dinsertion,emplois_cadre_ou_professions_intermediaires,emplois_stables,emplois_a_temps_plein,salaire_net_median_des_emplois_a_temps_plein,salaire_brut_annuel_estime,de_diplomes_boursiers,taux_de_chomage_regional,salaire_net_mensuel_median_regional,emplois_cadre,emplois_exterieurs_a_la_region_de_luniversite,femmes,salaire_net_mensuel_regional_1er_quartile,salaire_net_mensuel_regional_3eme_quartile
7.266587400000001,43.7169034,2013,MASTER LMD,Nice - Sophia-Antipolis France,Nice,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",18 mois après le diplôme,329,81,55,90,61,65,97,1750,27300,26,11.4,1840,40,43,53,1430,2210
7.266587400000001,43.7169034,2013,MASTER LMD,Nice - Sophia-Antipolis France,Nice,"Droit, économie et gestion",Droit,30 mois après le diplôme,73,82,12,93,80,84,96,2000,31200,26,11.4,1840,48,32,68,1430,2210
7.266587400000001,43.7169034,2013,MASTER LMD,Nice - Sophia-Antipolis France,Nice,"Droit, économie et gestion",Économie,30 mois après le diplôme,33,84,5,97,57,78,100,ns,,26,11.4,1840,43,41,43,1430,2210
7.266587400000001,43.7169034,2013,MASTER LMD,Nice - Sophia-Antipolis France,Nice,Sciences humaines et sociales,Information communication,30 mois après le diplôme,20,77,3,ns,ns,ns,ns,ns,,26,11.4,1840,ns,ns,ns,1430,2210
7.266587400000001,43.7169034,2013,MASTER LMD,Nice - Sophia-Antipolis France,Nice,"Sciences, technologies et santé",Sciences fondamentales,30 mois après le diplôme,39,91,6,100,100,85,97,ns,,26,11.4,1840,74,52,74,1430,2210
7.266587400000001,43.7169034,2013,MASTER LMD,Nice - Sophia-Antipolis France,Nice,"Sciences, technologies et santé",Informatique,18 mois après le diplôme,68,84,11,96,98,96,98,2090,32600,26,11.4,1840,95,30,19,1430,2210
7.266587400000001,43.7169034,2013,MASTER LMD,Nice - Sophia-Antipolis France,Nice,"Sciences, technologies et santé","Autres sciences, technologies et santé",30 mois après le diplôme,30,83,5,96,ns,ns,ns,ns,,26,11.4,1840,ns,ns,73,1430,2210
4.066776100000001,48.26916199999999,2013,MASTER LMD,Université de technologie de Troyes France,Reims,Sciences humaines et sociales,Autres sciences humaines et sociales,18 mois après le diplôme,20,54,53,ns,ns,ns,ns,ns,,28,10.1,1820,ns,ns,ns,1490,2150
4.066776100000001,48.26916199999999,2013,MASTER LMD,Université de technologie de Troyes France,Reims,Sciences humaines et sociales,Autres sciences humaines et sociales,30 mois après le diplôme,20,54,53,ns,ns,ns,ns,ns,,28,10.1,1820,ns,ns,ns,1490,2150
5.3773517,43.3048368,2013,MASTER ENS,Aix-Marseille France,Aix-Marseille,Masters enseignement,Masters enseignement,18 mois après le diplôme,166,71,100,96,92,91,87,1700,26500,,11.4,1840,84,26,81,1430,2210
5.3773517,43.3048368,2013,MASTER LMD,Aix-Marseille France,Aix-Marseille,"Droit, économie et gestion",Droit,30 mois après le diplôme,188,73,16,88,80,72,92,1840,28800,30,11.4,1840,48,55,68,1430,2210
5.3773517,43.3048368,2013,MASTER LMD,Aix-Marseille France,Aix-Marseille,"Droit, économie et gestion","Autres formations juridiques, économiques et de gestion",30 mois après le diplôme,27,74,2,ns,ns,ns,ns,ns,,30,11.4,1840,ns,ns,ns,1430,2210
5.3773517,43.3048368,2013,MASTER LMD,Aix-Marseille France,Aix-Marseille,"Lettres, langues, arts","Lettres, langues, arts",30 mois après le diplôme,109,70,9,84,68,50,73,1630,25400,30,11.4,1840,45,43,77,1430,2210
5.3773517,43.3048368,2013,MASTER LMD,Aix-Marseille France,Aix-Marseille,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,274,77,20,82,82,60,81,1700,26500,30,11.4,1840,53,45,70,1430,2210
5.3773517,43.3048368,2013,MASTER LMD,Aix-Marseille France,Aix-Marseille,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,360,75,27,78,89,56,95,1700,26500,30,11.4,1840,56,49,51,1430,2210
5.3773517,43.3048368,2013,MASTER LMD,Aix-Marseille France,Aix-Marseille,"Sciences, technologies et santé",Sciences de la vie et de la terre,18 mois après le diplôme,113,77,8,71,85,36,95,1550,24200,30,11.4,1840,48,51,55,1430,2210
5.3773517,43.3048368,2013,MASTER LMD,Aix-Marseille France,Aix-Marseille,"Sciences, technologies et santé",Sciences fondamentales,18 mois après le diplôme,60,71,5,84,96,60,96,1690,26300,30,11.4,1840,52,52,58,1430,2210
-0.370679,49.182863,2013,MASTER LMD,Caen - Basse-Normandie France,Caen,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,294,75,53,94,87,84,98,2120,33000,36,10.2,1770,55,52,48,1440,2090
-0.370679,49.182863,2013,MASTER LMD,Caen - Basse-Normandie France,Caen,"Droit, économie et gestion",Droit,18 mois après le diplôme,29,74,5,ns,ns,ns,ns,ns,,36,10.2,1770,ns,ns,ns,1440,2090
-0.370679,49.182863,2013,MASTER LMD,Caen - Basse-Normandie France,Caen,Sciences humaines et sociales,Histoire-géographie,18 mois après le diplôme,46,83,8,68,ns,ns,ns,ns,,36,10.2,1770,ns,46,67,1440,2090
-0.370679,49.182863,2013,MASTER LMD,Caen - Basse-Normandie France,Caen,Sciences humaines et sociales,Psychologie,18 mois après le diplôme,34,78,6,91,ns,ns,ns,ns,,36,10.2,1770,ns,37,91,1440,2090
-0.370679,49.182863,2013,MASTER LMD,Caen - Basse-Normandie France,Caen,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,134,76,24,87,93,70,94,1860,29000,36,10.2,1770,76,57,30,1440,2090
-0.370679,49.182863,2013,MASTER LMD,Caen - Basse-Normandie France,Caen,"Sciences, technologies et santé",Informatique,18 mois après le diplôme,40,75,7,95,95,81,94,2030,31700,36,10.2,1770,86,56,22,1440,2090
-1.151139,46.160329,2013,MASTER LMD,La Rochelle France,Poitiers,"Droit, économie et gestion",Gestion,18 mois après le diplôme,42,84,16,77,88,70,97,ns,,50,9.6,1730,36,66,50,1390,2040
-1.151139,46.160329,2013,MASTER LMD,La Rochelle France,Poitiers,"Droit, économie et gestion",Gestion,30 mois après le diplôme,42,84,16,90,95,79,92,ns,,50,9.6,1730,68,66,50,1390,2040
-1.151139,46.160329,2013,MASTER LMD,La Rochelle France,Poitiers,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,26,79,10,ns,ns,ns,ns,ns,,50,9.6,1730,ns,ns,ns,1390,2040
-1.151139,46.160329,2013,MASTER LMD,La Rochelle France,Poitiers,"Sciences, technologies et santé",Sciences fondamentales,18 mois après le diplôme,9,87,4,ns,ns,ns,ns,ns,,50,9.6,1730,ns,ns,ns,1390,2040
-1.151139,46.160329,2013,MASTER LMD,La Rochelle France,Poitiers,"Sciences, technologies et santé",Sciences fondamentales,30 mois après le diplôme,9,87,4,ns,ns,ns,ns,ns,,50,9.6,1730,ns,ns,ns,1390,2040
5.04148,47.322047,2013,MASTER LMD,Dijon - Bourgogne France,Dijon,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",18 mois après le diplôme,149,69,31,92,78,61,96,1770,27600,40,9.1,1780,50,46,63,1440,2080
5.04148,47.322047,2013,MASTER LMD,Dijon - Bourgogne France,Dijon,"Droit, économie et gestion",Droit,18 mois après le diplôme,23,62,5,ns,ns,ns,ns,ns,,40,9.1,1780,ns,ns,ns,1440,2080
5.04148,47.322047,2013,MASTER LMD,Dijon - Bourgogne France,Dijon,"Droit, économie et gestion",Économie,18 mois après le diplôme,15,76,3,ns,ns,ns,ns,ns,,40,9.1,1780,ns,ns,ns,1440,2080
5.04148,47.322047,2013,MASTER LMD,Dijon - Bourgogne France,Dijon,Sciences humaines et sociales,Histoire-géographie,30 mois après le diplôme,15,67,3,ns,ns,ns,ns,ns,,40,9.1,1780,ns,ns,ns,1440,2080
5.04148,47.322047,2013,MASTER LMD,Dijon - Bourgogne France,Dijon,"Sciences, technologies et santé",Informatique,30 mois après le diplôme,24,76,5,ns,ns,ns,ns,ns,,40,9.1,1780,ns,ns,ns,1440,2080
5.04148,47.322047,2013,MASTER LMD,Dijon - Bourgogne France,Dijon,"Sciences, technologies et santé","Autres sciences, technologies et santé",18 mois après le diplôme,28,66,6,ns,ns,ns,ns,ns,,40,9.1,1780,ns,ns,ns,1440,2080
5.04148,47.322047,2013,MASTER LMD,Dijon - Bourgogne France,Dijon,"Sciences, technologies et santé","Autres sciences, technologies et santé",30 mois après le diplôme,28,66,6,ns,ns,ns,ns,ns,,40,9.1,1780,ns,ns,ns,1440,2080
6.024053899999999,47.237829,2013,MASTER LMD,Besançon - Franche-Comté France,Besançon,"Droit, économie et gestion",Économie,30 mois après le diplôme,5,75,1,ns,ns,ns,ns,ns,,32,9.1,1780,ns,ns,ns,1400,2090
6.024053899999999,47.237829,2013,MASTER LMD,Besançon - Franche-Comté France,Besançon,"Lettres, langues, arts","Lettres, langues, arts",18 mois après le diplôme,45,73,15,78,ns,47,85,ns,,32,9.1,1780,ns,47,77,1400,2090
6.024053899999999,47.237829,2013,MASTER LMD,Besançon - Franche-Comté France,Besançon,Sciences humaines et sociales,Histoire-géographie,18 mois après le diplôme,18,88,5,ns,ns,ns,ns,ns,,32,9.1,1780,ns,ns,ns,1400,2090
6.024053899999999,47.237829,2013,MASTER LMD,Besançon - Franche-Comté France,Besançon,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,135,85,38,85,90,65,96,1830,28500,32,9.1,1780,62,52,23,1400,2090
6.024053899999999,47.237829,2013,MASTER LMD,Besançon - Franche-Comté France,Besançon,"Sciences, technologies et santé","Autres sciences, technologies et santé",18 mois après le diplôme,38,88,11,93,91,66,86,ns,,32,9.1,1780,66,53,38,1400,2090
-4.5016509,48.4004967,2013,MASTER LMD,Brest - Bretagne occidentale France,Rennes,"Droit, économie et gestion",Droit,30 mois après le diplôme,43,75,11,88,87,71,100,1820,28300,37,8.8,1730,50,60,72,1390,2050
-4.5016509,48.4004967,2013,MASTER LMD,Brest - Bretagne occidentale France,Rennes,Sciences humaines et sociales,Autres sciences humaines et sociales,30 mois après le diplôme,38,90,9,89,88,32,91,ns,,37,8.8,1730,35,55,65,1390,2050
-4.5016509,48.4004967,2013,MASTER LMD,Brest - Bretagne occidentale France,Rennes,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,156,84,35,89,95,71,94,2000,31200,37,8.8,1730,76,69,33,1390,2050
-4.5016509,48.4004967,2013,MASTER LMD,Brest - Bretagne occidentale France,Rennes,"Sciences, technologies et santé",Informatique,18 mois après le diplôme,31,84,7,97,ns,90,ns,ns,,37,8.8,1730,ns,40,6,1390,2050
-4.5016509,48.4004967,2013,MASTER LMD,Brest - Bretagne occidentale France,Rennes,"Sciences, technologies et santé","Autres sciences, technologies et santé",30 mois après le diplôme,5,58,1,ns,ns,ns,ns,ns,,37,8.8,1730,ns,ns,ns,1390,2050
4.360054,43.836699,2013,MASTER LMD,Nîmes France,Montpellier,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,3,75,,ns,ns,ns,ns,ns,,41,11.9,1730,ns,ns,ns,1350,2060
4.360054,43.836699,2013,MASTER LMD,Nîmes France,Montpellier,Sciences humaines et sociales,Psychologie,18 mois après le diplôme,3,75,,ns,ns,ns,ns,ns,,41,11.9,1730,ns,ns,ns,1350,2060
4.360054,43.836699,2013,MASTER LMD,Nîmes France,Montpellier,Sciences humaines et sociales,Psychologie,30 mois après le diplôme,3,75,,ns,ns,ns,ns,ns,,41,11.9,1730,ns,ns,ns,1350,2060
4.360054,43.836699,2013,MASTER LMD,Nîmes France,Montpellier,"Sciences, technologies et santé",Sciences de la vie et de la terre,18 mois après le diplôme,6,75,,ns,ns,ns,ns,ns,,41,11.9,1730,ns,ns,ns,1350,2060
1.4371122,43.6067724,2013,MASTER ENS,Toulouse 1 - Capitole France,Toulouse,Masters enseignement,Masters enseignement,18 mois après le diplôme,3,60,100,ns,ns,ns,ns,ns,,,11.9,1820,ns,ns,ns,1460,2150
1.4371122,43.6067724,2013,MASTER ENS,Toulouse 1 - Capitole France,Toulouse,Masters enseignement,Masters enseignement,30 mois après le diplôme,3,60,100,ns,ns,ns,ns,ns,,,11.9,1820,ns,ns,ns,1460,2150
1.4371122,43.6067724,2013,MASTER LMD,Toulouse 1 - Capitole France,Toulouse,"Droit, économie et gestion",Droit,18 mois après le diplôme,144,71,27,87,75,68,92,1620,25300,28,11.9,1820,46,45,70,1460,2150
1.4371122,43.6067724,2013,MASTER LMD,Toulouse 1 - Capitole France,Toulouse,"Droit, économie et gestion",Droit,30 mois après le diplôme,144,71,27,94,79,83,98,1750,27300,28,11.9,1820,51,45,70,1460,2150
1.4371122,43.6067724,2013,MASTER LMD,Toulouse 1 - Capitole France,Toulouse,"Droit, économie et gestion","Autres formations juridiques, économiques et de gestion",30 mois après le diplôme,4,43,1,ns,ns,ns,ns,ns,,28,11.9,1820,ns,ns,ns,1460,2150
1.4371122,43.6067724,2013,MASTER LMD,Toulouse 1 - Capitole France,Toulouse,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,22,78,4,ns,ns,ns,ns,ns,,28,11.9,1820,ns,ns,ns,1460,2150
,,2013,MASTER LMD,Toulouse - Jean Jaures France,Toulouse,"Droit, économie et gestion",Économie,18 mois après le diplôme,3,50,1,ns,ns,ns,ns,ns,,37,11.9,1820,ns,ns,ns,1460,2150
,,2013,MASTER LMD,Toulouse - Jean Jaures France,Toulouse,"Droit, économie et gestion",Gestion,30 mois après le diplôme,48,79,14,83,68,70,97,1600,24900,37,11.9,1820,27,65,77,1460,2150
,,2013,MASTER LMD,Toulouse - Jean Jaures France,Toulouse,Sciences humaines et sociales,Information communication,30 mois après le diplôme,13,79,4,ns,ns,ns,ns,ns,,37,11.9,1820,ns,ns,ns,1460,2150
,,2013,MASTER LMD,Toulouse - Jean Jaures France,Toulouse,Sciences humaines et sociales,Autres sciences humaines et sociales,18 mois après le diplôme,26,67,8,ns,ns,ns,ns,ns,,37,11.9,1820,ns,ns,ns,1460,2150
,,2013,MASTER LMD,Toulouse - Jean Jaures France,Toulouse,"Sciences, technologies et santé",Sciences fondamentales,30 mois après le diplôme,5,100,1,ns,ns,ns,ns,ns,,37,11.9,1820,ns,ns,ns,1460,2150
,,2013,MASTER LMD,Toulouse - Jean Jaures France,Toulouse,"Sciences, technologies et santé",Informatique,30 mois après le diplôme,11,71,3,ns,ns,ns,ns,ns,,37,11.9,1820,ns,ns,ns,1460,2150
1.4542318,43.5968342,2013,MASTER ENS,Toulouse 3 - Paul Sabatier France,Toulouse,Masters enseignement,Masters enseignement,30 mois après le diplôme,29,71,100,ns,ns,ns,ns,ns,,,11.9,1820,ns,ns,ns,1460,2150
1.4542318,43.5968342,2013,MASTER LMD,Toulouse 3 - Paul Sabatier France,Toulouse,"Droit, économie et gestion",Gestion,18 mois après le diplôme,35,76,6,83,93,53,100,ns,,40,11.9,1820,66,39,71,1460,2150
1.4542318,43.5968342,2013,MASTER LMD,Toulouse 3 - Paul Sabatier France,Toulouse,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,524,82,86,87,92,62,95,1830,28600,40,11.9,1820,72,42,36,1460,2150
1.4542318,43.5968342,2013,MASTER LMD,Toulouse 3 - Paul Sabatier France,Toulouse,"Sciences, technologies et santé",Sciences de l'ingénieur,30 mois après le diplôme,193,79,32,92,97,90,98,2020,31500,40,11.9,1820,83,42,20,1460,2150
1.4542318,43.5968342,2013,MASTER LMD,Toulouse 3 - Paul Sabatier France,Toulouse,"Sciences, technologies et santé",Informatique,18 mois après le diplôme,70,85,11,99,99,93,100,2000,31200,40,11.9,1820,95,22,11,1460,2150
-0.5773376,44.8456953,2013,MASTER LMD,Bordeaux - Montaigne France,Bordeaux,Sciences humaines et sociales,Information communication,18 mois après le diplôme,106,79,32,90,74,45,83,1620,25200,36,9.6,1760,47,68,68,1400,2100
-0.5773376,44.8456953,2013,MASTER LMD,Bordeaux - Montaigne France,Bordeaux,Sciences humaines et sociales,Autres sciences humaines et sociales,18 mois après le diplôme,53,82,15,81,67,50,82,1520,23700,36,9.6,1760,29,40,69,1400,2100
-0.5773376,44.8456953,2013,MASTER LMD,Bordeaux - Montaigne France,Bordeaux,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,18,63,7,ns,ns,ns,ns,ns,,36,9.6,1760,ns,ns,ns,1400,2100
-0.5773376,44.8456953,2013,MASTER LMD,Bordeaux - Montaigne France,Bordeaux,"Sciences, technologies et santé",Sciences de la vie et de la terre,18 mois après le diplôme,18,63,7,ns,ns,ns,ns,ns,,36,9.6,1760,ns,ns,ns,1400,2100
-0.5773376,44.8456953,2013,MASTER LMD,Bordeaux - Montaigne France,Bordeaux,"Sciences, technologies et santé",Sciences de la vie et de la terre,30 mois après le diplôme,18,63,7,ns,ns,ns,ns,ns,,36,9.6,1760,ns,ns,ns,1400,2100
-0.57918,44.837789,2013,MASTER LMD,Bordeaux France,Bordeaux,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,97,79,11,85,91,56,76,1600,25000,28,9.6,1760,70,41,85,1400,2100
-0.57918,44.837789,2013,MASTER LMD,Bordeaux France,Bordeaux,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,412,81,45,85,91,57,ns,ns,,28,9.6,1760,69,59,37,1400,2100
-0.57918,44.837789,2013,MASTER LMD,Bordeaux France,Bordeaux,"Sciences, technologies et santé",Sciences de l'ingénieur,18 mois après le diplôme,132,80,14,90,97,76,nd,nd,,28,9.6,1760,83,69,14,1400,2100
-0.57918,44.837789,2013,MASTER LMD,Bordeaux France,Bordeaux,"Sciences, technologies et santé",Informatique,18 mois après le diplôme,44,86,5,83,97,79,nd,nd,,28,9.6,1760,94,35,,1400,2100
3.870243,43.6324414,2013,MASTER LMD,Montpellier 3 - Paul-Valéry France,Montpellier,"Droit, économie et gestion","Autres formations juridiques, économiques et de gestion",30 mois après le diplôme,33,75,9,79,ns,ns,ns,ns,,53,11.9,1730,ns,ns,66,1350,2060
3.870243,43.6324414,2013,MASTER LMD,Montpellier 3 - Paul-Valéry France,Montpellier,"Lettres, langues, arts","Lettres, langues, arts",18 mois après le diplôme,72,64,26,83,53,40,71,1400,21800,53,11.9,1730,29,57,77,1350,2060
3.870243,43.6324414,2013,MASTER LMD,Montpellier 3 - Paul-Valéry France,Montpellier,Sciences humaines et sociales,Information communication,30 mois après le diplôme,26,73,8,ns,ns,ns,ns,ns,,53,11.9,1730,ns,ns,ns,1350,2060
3.876716,43.610769,2013,MASTER LMD,Montpellier France,Montpellier,"Droit, économie et gestion",Économie,18 mois après le diplôme,23,79,3,ns,ns,ns,ns,ns,,33,11.9,1730,ns,ns,ns,1350,2060
3.876716,43.610769,2013,MASTER LMD,Montpellier France,Montpellier,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,380,78,42,86,95,66,96,1750,27300,33,11.9,1730,75,68,50,1350,2060
,,2013,MASTER LMD,Rennes 1 France,Rennes,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",18 mois après le diplôme,366,74,63,93,86,72,98,1900,29600,26,8.8,1730,56,61,59,1390,2050
,,2013,MASTER LMD,Rennes 1 France,Rennes,"Droit, économie et gestion",Droit,18 mois après le diplôme,39,71,7,90,87,63,94,ns,,26,8.8,1730,51,57,82,1390,2050
,,2013,MASTER LMD,Rennes 1 France,Rennes,"Droit, économie et gestion","Autres formations juridiques, économiques et de gestion",18 mois après le diplôme,17,59,3,ns,ns,ns,ns,ns,,26,8.8,1730,ns,ns,ns,1390,2050
,,2013,MASTER LMD,Rennes 1 France,Rennes,"Sciences, technologies et santé",Sciences de la vie et de la terre,18 mois après le diplôme,105,77,17,71,80,36,94,1600,24900,26,8.8,1730,47,67,57,1390,2050
,,2013,MASTER LMD,Rennes 1 France,Rennes,"Sciences, technologies et santé",Sciences de l'ingénieur,30 mois après le diplôme,10,61,2,ns,ns,ns,ns,ns,,26,8.8,1730,ns,ns,ns,1390,2050
-1.704454,48.121427,2013,MASTER LMD,Rennes 2 - Haute Bretagne France,Rennes,"Droit, économie et gestion","Autres formations juridiques, économiques et de gestion",30 mois après le diplôme,35,88,8,71,ns,ns,ns,ns,,47,8.8,1730,ns,ns,64,1390,2050
-1.704454,48.121427,2013,MASTER LMD,Rennes 2 - Haute Bretagne France,Rennes,"Lettres, langues, arts","Lettres, langues, arts",18 mois après le diplôme,156,80,37,72,84,64,81,1500,23400,47,8.8,1730,49,69,75,1390,2050
-1.704454,48.121427,2013,MASTER LMD,Rennes 2 - Haute Bretagne France,Rennes,Sciences humaines et sociales,Ensemble sciences humaines et sociales,18 mois après le diplôme,221,84,50,75,82,43,70,1600,25000,47,8.8,1730,60,54,74,1390,2050
-1.704454,48.121427,2013,MASTER LMD,Rennes 2 - Haute Bretagne France,Rennes,Sciences humaines et sociales,Information communication,30 mois après le diplôme,48,88,11,71,82,65,94,ns,,47,8.8,1730,52,54,72,1390,2050
-1.704454,48.121427,2013,MASTER LMD,Rennes 2 - Haute Bretagne France,Rennes,Sciences humaines et sociales,Autres sciences humaines et sociales,30 mois après le diplôme,71,87,16,86,78,31,90,1500,23400,47,8.8,1730,50,45,67,1390,2050
-1.704454,48.121427,2013,MASTER LMD,Rennes 2 - Haute Bretagne France,Rennes,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,29,87,6,ns,ns,ns,ns,ns,,47,8.8,1730,ns,ns,ns,1390,2050
-1.704454,48.121427,2013,MASTER LMD,Rennes 2 - Haute Bretagne France,Rennes,"Sciences, technologies et santé","Autres sciences, technologies et santé",30 mois après le diplôme,17,85,4,ns,ns,ns,ns,ns,,47,8.8,1730,ns,ns,ns,1390,2050
0.6738727999999999,47.3838055,2013,MASTER ENS,Tours - François Rabelais France,Orléans-Tours,Masters enseignement,Masters enseignement,30 mois après le diplôme,33,58,100,100,94,91,ns,ns,,,9.6,1820,90,18,97,1490,2160
0.6738727999999999,47.3838055,2013,MASTER LMD,Tours - François Rabelais France,Orléans-Tours,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",18 mois après le diplôme,141,66,42,85,84,55,96,1720,26800,32,9.6,1820,57,58,57,1490,2160
0.6738727999999999,47.3838055,2013,MASTER LMD,Tours - François Rabelais France,Orléans-Tours,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,73,69,21,85,78,55,69,1650,25700,32,9.6,1820,59,55,73,1490,2160
3.0878597,45.7783527,2012,MASTER LMD,Clermont-Ferrand 2 - Blaise Pascal France,Clermont-Ferrand,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,140,74,47,94,92,60,95,1840,28700,41,8.9,1740,63,72,37,1400,2020
3.0878597,45.7783527,2012,MASTER LMD,Clermont-Ferrand 2 - Blaise Pascal France,Clermont-Ferrand,"Sciences, technologies et santé",Sciences fondamentales,18 mois après le diplôme,26,67,9,ns,ns,ns,ns,ns,,41,8.9,1740,ns,ns,ns,1400,2020
3.0878597,45.7783527,2012,MASTER LMD,Clermont-Ferrand 2 - Blaise Pascal France,Clermont-Ferrand,"Sciences, technologies et santé",Sciences de l'ingénieur,18 mois après le diplôme,42,68,14,95,95,65,98,2090,32600,41,8.9,1740,81,81,14,1400,2020
3.0878597,45.7783527,2012,MASTER LMD,Clermont-Ferrand 2 - Blaise Pascal France,Clermont-Ferrand,"Sciences, technologies et santé",Informatique,18 mois après le diplôme,10,69,3,ns,ns,ns,ns,ns,,41,8.9,1740,ns,ns,ns,1400,2020
-0.365641,43.3150753,2012,MASTER LMD,Pau - Pays de l'Adour France,Bordeaux,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,119,87,44,85,71,84,93,1730,27000,34,10,1710,37,51,73,1360,2030
-0.365641,43.3150753,2012,MASTER LMD,Pau - Pays de l'Adour France,Bordeaux,"Droit, économie et gestion",Gestion,30 mois après le diplôme,68,87,25,90,70,80,95,1780,27700,34,10,1710,39,40,63,1360,2030
-0.365641,43.3150753,2012,MASTER LMD,Pau - Pays de l'Adour France,Bordeaux,Sciences humaines et sociales,Ensemble sciences humaines et sociales,18 mois après le diplôme,39,87,15,66,ns,ns,ns,ns,,34,10,1710,ns,ns,61,1360,2030
-0.365641,43.3150753,2012,MASTER LMD,Pau - Pays de l'Adour France,Bordeaux,"Sciences, technologies et santé",Sciences fondamentales,18 mois après le diplôme,32,93,11,81,ns,ns,ns,ns,,34,10,1710,ns,ns,65,1360,2030
2.8948332,42.6886591,2012,MASTER LMD,Perpignan France,Montpellier,"Droit, économie et gestion",Économie,18 mois après le diplôme,23,57,18,ns,ns,ns,ns,ns,,40,14.3,1680,ns,ns,ns,1310,2010
2.8948332,42.6886591,2012,MASTER LMD,Perpignan France,Montpellier,"Sciences, technologies et santé","Autres sciences, technologies et santé",18 mois après le diplôme,11,67,7,ns,ns,ns,ns,ns,,40,14.3,1680,ns,ns,ns,1310,2010
7.752111299999999,48.5734053,2012,MASTER LMD,Strasbourg France,Strasbourg,"Droit, économie et gestion",Économie,30 mois après le diplôme,5,100,1,ns,ns,ns,ns,ns,,23,9.3,1760,ns,ns,ns,1430,2080
7.752111299999999,48.5734053,2012,MASTER LMD,Strasbourg France,Strasbourg,"Droit, économie et gestion","Autres formations juridiques, économiques et de gestion",30 mois après le diplôme,41,69,5,85,79,54,88,ns,,23,9.3,1760,57,74,63,1430,2080
7.752111299999999,48.5734053,2012,MASTER LMD,Strasbourg France,Strasbourg,Sciences humaines et sociales,Autres sciences humaines et sociales,30 mois après le diplôme,42,79,5,90,74,50,84,ns,,23,9.3,1760,44,31,78,1430,2080
7.752111299999999,48.5734053,2012,MASTER LMD,Strasbourg France,Strasbourg,"Sciences, technologies et santé",Sciences de l'ingénieur,30 mois après le diplôme,65,73,8,94,98,85,100,2090,32600,23,9.3,1760,79,55,30,1430,2080
7.752111299999999,48.5734053,2012,MASTER LMD,Strasbourg France,Strasbourg,"Sciences, technologies et santé",Informatique,18 mois après le diplôme,38,81,4,92,97,82,100,ns,,23,9.3,1760,93,45,7,1430,2080
7.3121303,47.7301377,2012,MASTER LMD,Mulhouse - Haute Alsace France,Strasbourg,"Lettres, langues, arts","Lettres, langues, arts",30 mois après le diplôme,26,82,11,ns,ns,ns,ns,ns,,29,9.3,1760,ns,ns,ns,1430,2080
7.3121303,47.7301377,2012,MASTER LMD,Mulhouse - Haute Alsace France,Strasbourg,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,31,84,12,94,ns,ns,ns,ns,,29,9.3,1760,ns,ns,76,1430,2080
7.3121303,47.7301377,2012,MASTER LMD,Mulhouse - Haute Alsace France,Strasbourg,Sciences humaines et sociales,Information communication,18 mois après le diplôme,17,91,7,ns,ns,ns,ns,ns,,29,9.3,1760,ns,ns,ns,1430,2080
7.3121303,47.7301377,2012,MASTER LMD,Mulhouse - Haute Alsace France,Strasbourg,Sciences humaines et sociales,Autres sciences humaines et sociales,30 mois après le diplôme,14,78,6,ns,ns,ns,ns,ns,,29,9.3,1760,ns,ns,ns,1430,2080
7.3121303,47.7301377,2012,MASTER LMD,Mulhouse - Haute Alsace France,Strasbourg,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,97,80,40,82,94,61,99,2000,31200,29,9.3,1760,70,57,46,1430,2080
