Longitude;Latitude;annee;diplome;NameOfUni;academie;domaine;discipline;situation;nombre_de_reponses;taux_de_reponse;taux_dinsertion;emplois_cadre_ou_professions_intermediaires;emplois_stables;emplois_a_temps_plein;salaire_net_median_des_emplois_a_temps_plein;salaire_brut_annuel_estime;de_diplomes_boursiers;taux_de_chomage_regional;salaire_net_mensuel_median_regional;emplois_cadre;emplois_exterieurs_a_la_region_de_luniversite;femmes;salaire_net_mensuel_regional_1er_quartile;salaire_net_mensuel_regional_3eme_quartile
7.266587400000001;43.7169034;2013;MASTER LMD;Nice_Sophia_Antipolis_;Nice;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;329;81;90;61;65;97;1750;27300;26;11.4;1840;40;43;53;1430;2210
7.266587400000001;43.7169034;2013;MASTER LMD;Nice_Sophia_Antipolis_;Nice;Droit, économie et gestion;Droit;30 mois après le diplôme;73;82;93;80;84;96;2000;31200;26;11.4;1840;48;32;68;1430;2210
7.266587400000001;43.7169034;2013;MASTER LMD;Nice_Sophia_Antipolis_;Nice;Droit, économie et gestion;Économie;30 mois après le diplôme;33;84;97;57;78;100;ns;;26;11.4;1840;43;41;43;1430;2210
7.266587400000001;43.7169034;2013;MASTER LMD;Nice_Sophia_Antipolis_;Nice;Sciences humaines et sociales;Information communication;30 mois après le diplôme;20;77;0;ns;ns;ns;ns;;26;11.4;1840;ns;ns;ns;1430;2210
7.266587400000001;43.7169034;2013;MASTER LMD;Nice_Sophia_Antipolis_;Nice;Sciences, technologies et santé;Sciences fondamentales;30 mois après le diplôme;39;91;100;100;85;97;ns;;26;11.4;1840;74;52;74;1430;2210
7.266587400000001;43.7169034;2013;MASTER LMD;Nice_Sophia_Antipolis_;Nice;Sciences, technologies et santé;Informatique;18 mois après le diplôme;68;84;96;98;96;98;2090;32600;26;11.4;1840;95;30;19;1430;2210
7.266587400000001;43.7169034;2013;MASTER LMD;Nice_Sophia_Antipolis_;Nice;Sciences, technologies et santé;Autres sciences, technologies et santé;30 mois après le diplôme;30;83;96;ns;ns;ns;ns;;26;11.4;1840;ns;ns;73;1430;2210
4.066776100000001;48.26916199999999;2013;MASTER LMD;Universite_de_technologie_de_Troyes_;Reims;Sciences humaines et sociales;Autres sciences humaines et sociales;18 mois après le diplôme;20;54;0;ns;ns;ns;ns;;28;10.1;1820;ns;ns;ns;1490;2150
4.066776100000001;48.26916199999999;2013;MASTER LMD;Universite_de_technologie_de_Troyes_;Reims;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;20;54;0;ns;ns;ns;ns;;28;10.1;1820;ns;ns;ns;1490;2150
5.3773517;43.3048368;2013;MASTER ENS;Aix_Marseille_;Aix-Marseille;Masters enseignement;Masters enseignement;18 mois après le diplôme;166;71;96;92;91;87;1700;26500;;11.4;1840;84;26;81;1430;2210
5.3773517;43.3048368;2013;MASTER LMD;Aix_Marseille_;Aix-Marseille;Droit, économie et gestion;Droit;30 mois après le diplôme;188;73;88;80;72;92;1840;28800;30;11.4;1840;48;55;68;1430;2210
5.3773517;43.3048368;2013;MASTER LMD;Aix_Marseille_;Aix-Marseille;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;27;74;0;ns;ns;ns;ns;;30;11.4;1840;ns;ns;ns;1430;2210
5.3773517;43.3048368;2013;MASTER LMD;Aix_Marseille_;Aix-Marseille;Lettres, langues, arts;Lettres, langues, arts;30 mois après le diplôme;109;70;84;68;50;73;1630;25400;30;11.4;1840;45;43;77;1430;2210
5.3773517;43.3048368;2013;MASTER LMD;Aix_Marseille_;Aix-Marseille;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;274;77;82;82;60;81;1700;26500;30;11.4;1840;53;45;70;1430;2210
5.3773517;43.3048368;2013;MASTER LMD;Aix_Marseille_;Aix-Marseille;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;360;75;78;89;56;95;1700;26500;30;11.4;1840;56;49;51;1430;2210
5.3773517;43.3048368;2013;MASTER LMD;Aix_Marseille_;Aix-Marseille;Sciences, technologies et santé;Sciences de la vie et de la terre;18 mois après le diplôme;113;77;71;85;36;95;1550;24200;30;11.4;1840;48;51;55;1430;2210
5.3773517;43.3048368;2013;MASTER LMD;Aix_Marseille_;Aix-Marseille;Sciences, technologies et santé;Sciences fondamentales;18 mois après le diplôme;60;71;84;96;60;96;1690;26300;30;11.4;1840;52;52;58;1430;2210
-0.370679;49.182863;2013;MASTER LMD;Caen_Basse_Normandie_;Caen;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;294;75;94;87;84;98;2120;33000;36;10.2;1770;55;52;48;1440;2090
-0.370679;49.182863;2013;MASTER LMD;Caen_Basse_Normandie_;Caen;Droit, économie et gestion;Droit;18 mois après le diplôme;29;74;0;ns;ns;ns;ns;;36;10.2;1770;ns;ns;ns;1440;2090
-0.370679;49.182863;2013;MASTER LMD;Caen_Basse_Normandie_;Caen;Sciences humaines et sociales;Histoire-géographie;18 mois après le diplôme;46;83;68;ns;ns;ns;ns;;36;10.2;1770;ns;46;67;1440;2090
-0.370679;49.182863;2013;MASTER LMD;Caen_Basse_Normandie_;Caen;Sciences humaines et sociales;Psychologie;18 mois après le diplôme;34;78;91;ns;ns;ns;ns;;36;10.2;1770;ns;37;91;1440;2090
-0.370679;49.182863;2013;MASTER LMD;Caen_Basse_Normandie_;Caen;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;134;76;87;93;70;94;1860;29000;36;10.2;1770;76;57;30;1440;2090
-0.370679;49.182863;2013;MASTER LMD;Caen_Basse_Normandie_;Caen;Sciences, technologies et santé;Informatique;18 mois après le diplôme;40;75;95;95;81;94;2030;31700;36;10.2;1770;86;56;22;1440;2090
-1.151139;46.160329;2013;MASTER LMD;La_Rochelle_;Poitiers;Droit, économie et gestion;Gestion;18 mois après le diplôme;42;84;77;88;70;97;ns;;50;9.6;1730;36;66;50;1390;2040
-1.151139;46.160329;2013;MASTER LMD;La_Rochelle_;Poitiers;Droit, économie et gestion;Gestion;30 mois après le diplôme;42;84;90;95;79;92;ns;;50;9.6;1730;68;66;50;1390;2040
-1.151139;46.160329;2013;MASTER LMD;La_Rochelle_;Poitiers;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;26;79;0;ns;ns;ns;ns;;50;9.6;1730;ns;ns;ns;1390;2040
-1.151139;46.160329;2013;MASTER LMD;La_Rochelle_;Poitiers;Sciences, technologies et santé;Sciences fondamentales;18 mois après le diplôme;9;87;0;ns;ns;ns;ns;;50;9.6;1730;ns;ns;ns;1390;2040
-1.151139;46.160329;2013;MASTER LMD;La_Rochelle_;Poitiers;Sciences, technologies et santé;Sciences fondamentales;30 mois après le diplôme;9;87;0;ns;ns;ns;ns;;50;9.6;1730;ns;ns;ns;1390;2040
5.04148;47.322047;2013;MASTER LMD;Dijon_Bourgogne_;Dijon;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;149;69;92;78;61;96;1770;27600;40;9.1;1780;50;46;63;1440;2080
5.04148;47.322047;2013;MASTER LMD;Dijon_Bourgogne_;Dijon;Droit, économie et gestion;Droit;18 mois après le diplôme;23;62;0;ns;ns;ns;ns;;40;9.1;1780;ns;ns;ns;1440;2080
5.04148;47.322047;2013;MASTER LMD;Dijon_Bourgogne_;Dijon;Droit, économie et gestion;Économie;18 mois après le diplôme;15;76;0;ns;ns;ns;ns;;40;9.1;1780;ns;ns;ns;1440;2080
5.04148;47.322047;2013;MASTER LMD;Dijon_Bourgogne_;Dijon;Sciences humaines et sociales;Histoire-géographie;30 mois après le diplôme;15;67;0;ns;ns;ns;ns;;40;9.1;1780;ns;ns;ns;1440;2080
5.04148;47.322047;2013;MASTER LMD;Dijon_Bourgogne_;Dijon;Sciences, technologies et santé;Informatique;30 mois après le diplôme;24;76;0;ns;ns;ns;ns;;40;9.1;1780;ns;ns;ns;1440;2080
5.04148;47.322047;2013;MASTER LMD;Dijon_Bourgogne_;Dijon;Sciences, technologies et santé;Autres sciences, technologies et santé;18 mois après le diplôme;28;66;0;ns;ns;ns;ns;;40;9.1;1780;ns;ns;ns;1440;2080
5.04148;47.322047;2013;MASTER LMD;Dijon_Bourgogne_;Dijon;Sciences, technologies et santé;Autres sciences, technologies et santé;30 mois après le diplôme;28;66;0;ns;ns;ns;ns;;40;9.1;1780;ns;ns;ns;1440;2080
6.024053899999999;47.237829;2013;MASTER LMD;Besancon_Franche_Comte_;Besançon;Droit, économie et gestion;Économie;30 mois après le diplôme;5;75;0;ns;ns;ns;ns;;32;9.1;1780;ns;ns;ns;1400;2090
6.024053899999999;47.237829;2013;MASTER LMD;Besancon_Franche_Comte_;Besançon;Lettres, langues, arts;Lettres, langues, arts;18 mois après le diplôme;45;73;78;ns;47;85;ns;;32;9.1;1780;ns;47;77;1400;2090
6.024053899999999;47.237829;2013;MASTER LMD;Besancon_Franche_Comte_;Besançon;Sciences humaines et sociales;Histoire-géographie;18 mois après le diplôme;18;88;0;ns;ns;ns;ns;;32;9.1;1780;ns;ns;ns;1400;2090
6.024053899999999;47.237829;2013;MASTER LMD;Besancon_Franche_Comte_;Besançon;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;135;85;85;90;65;96;1830;28500;32;9.1;1780;62;52;23;1400;2090
6.024053899999999;47.237829;2013;MASTER LMD;Besancon_Franche_Comte_;Besançon;Sciences, technologies et santé;Autres sciences, technologies et santé;18 mois après le diplôme;38;88;93;91;66;86;ns;;32;9.1;1780;66;53;38;1400;2090
-4.5016509;48.4004967;2013;MASTER LMD;Brest_Bretagne_occidentale_;Rennes;Droit, économie et gestion;Droit;30 mois après le diplôme;43;75;88;87;71;100;1820;28300;37;8.8;1730;50;60;72;1390;2050
-4.5016509;48.4004967;2013;MASTER LMD;Brest_Bretagne_occidentale_;Rennes;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;38;90;89;88;32;91;ns;;37;8.8;1730;35;55;65;1390;2050
-4.5016509;48.4004967;2013;MASTER LMD;Brest_Bretagne_occidentale_;Rennes;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;156;84;89;95;71;94;2000;31200;37;8.8;1730;76;69;33;1390;2050
-4.5016509;48.4004967;2013;MASTER LMD;Brest_Bretagne_occidentale_;Rennes;Sciences, technologies et santé;Informatique;18 mois après le diplôme;31;84;97;ns;90;ns;ns;;37;8.8;1730;ns;40;6;1390;2050
-4.5016509;48.4004967;2013;MASTER LMD;Brest_Bretagne_occidentale_;Rennes;Sciences, technologies et santé;Autres sciences, technologies et santé;30 mois après le diplôme;5;58;0;ns;ns;ns;ns;;37;8.8;1730;ns;ns;ns;1390;2050
4.360054;43.836699;2013;MASTER LMD;Nîmes_;Montpellier;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;3;75;0;ns;ns;ns;ns;;41;11.9;1730;ns;ns;ns;1350;2060
4.360054;43.836699;2013;MASTER LMD;Nîmes_;Montpellier;Sciences humaines et sociales;Psychologie;18 mois après le diplôme;3;75;0;ns;ns;ns;ns;;41;11.9;1730;ns;ns;ns;1350;2060
4.360054;43.836699;2013;MASTER LMD;Nîmes_;Montpellier;Sciences humaines et sociales;Psychologie;30 mois après le diplôme;3;75;0;ns;ns;ns;ns;;41;11.9;1730;ns;ns;ns;1350;2060
4.360054;43.836699;2013;MASTER LMD;Nîmes_;Montpellier;Sciences, technologies et santé;Sciences de la vie et de la terre;18 mois après le diplôme;6;75;0;ns;ns;ns;ns;;41;11.9;1730;ns;ns;ns;1350;2060
1.4371122;43.6067724;2013;MASTER ENS;Toulouse_1_Capitole_;Toulouse;Masters enseignement;Masters enseignement;18 mois après le diplôme;3;60;0;ns;ns;ns;ns;;;11.9;1820;ns;ns;ns;1460;2150
1.4371122;43.6067724;2013;MASTER ENS;Toulouse_1_Capitole_;Toulouse;Masters enseignement;Masters enseignement;30 mois après le diplôme;3;60;0;ns;ns;ns;ns;;;11.9;1820;ns;ns;ns;1460;2150
1.4371122;43.6067724;2013;MASTER LMD;Toulouse_1_Capitole_;Toulouse;Droit, économie et gestion;Droit;18 mois après le diplôme;144;71;87;75;68;92;1620;25300;28;11.9;1820;46;45;70;1460;2150
1.4371122;43.6067724;2013;MASTER LMD;Toulouse_1_Capitole_;Toulouse;Droit, économie et gestion;Droit;30 mois après le diplôme;144;71;94;79;83;98;1750;27300;28;11.9;1820;51;45;70;1460;2150
1.4371122;43.6067724;2013;MASTER LMD;Toulouse_1_Capitole_;Toulouse;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;4;43;0;ns;ns;ns;ns;;28;11.9;1820;ns;ns;ns;1460;2150
1.4542318;43.5968342;2013;MASTER ENS;Toulouse_3_Paul_Sabatier_;Toulouse;Masters enseignement;Masters enseignement;30 mois après le diplôme;29;71;0;ns;ns;ns;ns;;;11.9;1820;ns;ns;ns;1460;2150
1.4542318;43.5968342;2013;MASTER LMD;Toulouse_3_Paul_Sabatier_;Toulouse;Droit, économie et gestion;Gestion;18 mois après le diplôme;35;76;83;93;53;100;ns;;40;11.9;1820;66;39;71;1460;2150
1.4542318;43.5968342;2013;MASTER LMD;Toulouse_3_Paul_Sabatier_;Toulouse;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;524;82;87;92;62;95;1830;28600;40;11.9;1820;72;42;36;1460;2150
1.4542318;43.5968342;2013;MASTER LMD;Toulouse_3_Paul_Sabatier_;Toulouse;Sciences, technologies et santé;Sciences de l'ingénieur;30 mois après le diplôme;193;79;92;97;90;98;2020;31500;40;11.9;1820;83;42;20;1460;2150
1.4542318;43.5968342;2013;MASTER LMD;Toulouse_3_Paul_Sabatier_;Toulouse;Sciences, technologies et santé;Informatique;18 mois après le diplôme;70;85;99;99;93;100;2000;31200;40;11.9;1820;95;22;11;1460;2150
-0.5773376;44.8456953;2013;MASTER LMD;Bordeaux_Montaigne_;Bordeaux;Sciences humaines et sociales;Information communication;18 mois après le diplôme;106;79;90;74;45;83;1620;25200;36;9.6;1760;47;68;68;1400;2100
-0.5773376;44.8456953;2013;MASTER LMD;Bordeaux_Montaigne_;Bordeaux;Sciences humaines et sociales;Autres sciences humaines et sociales;18 mois après le diplôme;53;82;81;67;50;82;1520;23700;36;9.6;1760;29;40;69;1400;2100
-0.5773376;44.8456953;2013;MASTER LMD;Bordeaux_Montaigne_;Bordeaux;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;18;63;0;ns;ns;ns;ns;;36;9.6;1760;ns;ns;ns;1400;2100
-0.5773376;44.8456953;2013;MASTER LMD;Bordeaux_Montaigne_;Bordeaux;Sciences, technologies et santé;Sciences de la vie et de la terre;18 mois après le diplôme;18;63;0;ns;ns;ns;ns;;36;9.6;1760;ns;ns;ns;1400;2100
-0.5773376;44.8456953;2013;MASTER LMD;Bordeaux_Montaigne_;Bordeaux;Sciences, technologies et santé;Sciences de la vie et de la terre;30 mois après le diplôme;18;63;0;ns;ns;ns;ns;;36;9.6;1760;ns;ns;ns;1400;2100
-0.57918;44.837789;2013;MASTER LMD;Bordeaux_;Bordeaux;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;97;79;85;91;56;76;1600;25000;28;9.6;1760;70;41;85;1400;2100
-0.57918;44.837789;2013;MASTER LMD;Bordeaux_;Bordeaux;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;412;81;85;91;57;ns;ns;;28;9.6;1760;69;59;37;1400;2100
-0.57918;44.837789;2013;MASTER LMD;Bordeaux_;Bordeaux;Sciences, technologies et santé;Sciences de l'ingénieur;18 mois après le diplôme;132;80;90;97;76;nd;nd;;28;9.6;1760;83;69;14;1400;2100
-0.57918;44.837789;2013;MASTER LMD;Bordeaux_;Bordeaux;Sciences, technologies et santé;Informatique;18 mois après le diplôme;44;86;83;97;79;nd;nd;;28;9.6;1760;94;35;;1400;2100
3.870243;43.6324414;2013;MASTER LMD;Montpellier_3_Paul_Valery_;Montpellier;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;33;75;79;ns;ns;ns;ns;;53;11.9;1730;ns;ns;66;1350;2060
3.870243;43.6324414;2013;MASTER LMD;Montpellier_3_Paul_Valery_;Montpellier;Lettres, langues, arts;Lettres, langues, arts;18 mois après le diplôme;72;64;83;53;40;71;1400;21800;53;11.9;1730;29;57;77;1350;2060
3.870243;43.6324414;2013;MASTER LMD;Montpellier_3_Paul_Valery_;Montpellier;Sciences humaines et sociales;Information communication;30 mois après le diplôme;26;73;0;ns;ns;ns;ns;;53;11.9;1730;ns;ns;ns;1350;2060
3.876716;43.610769;2013;MASTER LMD;Montpellier_;Montpellier;Droit, économie et gestion;Économie;18 mois après le diplôme;23;79;0;ns;ns;ns;ns;;33;11.9;1730;ns;ns;ns;1350;2060
-1.704454;48.121427;2013;MASTER LMD;Rennes_2_Haute_Bretagne_;Rennes;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;35;88;71;ns;ns;ns;ns;;47;8.8;1730;ns;ns;64;1390;2050
-1.704454;48.121427;2013;MASTER LMD;Rennes_2_Haute_Bretagne_;Rennes;Lettres, langues, arts;Lettres, langues, arts;18 mois après le diplôme;156;80;72;84;64;81;1500;23400;47;8.8;1730;49;69;75;1390;2050
-1.704454;48.121427;2013;MASTER LMD;Rennes_2_Haute_Bretagne_;Rennes;Sciences humaines et sociales;Ensemble sciences humaines et sociales;18 mois après le diplôme;221;84;75;82;43;70;1600;25000;47;8.8;1730;60;54;74;1390;2050
-1.704454;48.121427;2013;MASTER LMD;Rennes_2_Haute_Bretagne_;Rennes;Sciences humaines et sociales;Information communication;30 mois après le diplôme;48;88;71;82;65;94;ns;;47;8.8;1730;52;54;72;1390;2050
-1.704454;48.121427;2013;MASTER LMD;Rennes_2_Haute_Bretagne_;Rennes;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;71;87;86;78;31;90;1500;23400;47;8.8;1730;50;45;67;1390;2050
-1.704454;48.121427;2013;MASTER LMD;Rennes_2_Haute_Bretagne_;Rennes;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;29;87;0;ns;ns;ns;ns;;47;8.8;1730;ns;ns;ns;1390;2050
-1.704454;48.121427;2013;MASTER LMD;Rennes_2_Haute_Bretagne_;Rennes;Sciences, technologies et santé;Autres sciences, technologies et santé;30 mois après le diplôme;17;85;0;ns;ns;ns;ns;;47;8.8;1730;ns;ns;ns;1390;2050
0.6738727999999999;47.3838055;2013;MASTER ENS;Tours_Francois_Rabelais_;Orléans-Tours;Masters enseignement;Masters enseignement;30 mois après le diplôme;33;58;100;94;91;ns;ns;;;9.6;1820;90;18;97;1490;2160
0.6738727999999999;47.3838055;2013;MASTER LMD;Tours_Francois_Rabelais_;Orléans-Tours;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;141;66;85;84;55;96;1720;26800;32;9.6;1820;57;58;57;1490;2160
0.6738727999999999;47.3838055;2013;MASTER LMD;Tours_Francois_Rabelais_;Orléans-Tours;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;73;69;85;78;55;69;1650;25700;32;9.6;1820;59;55;73;1490;2160
3.0878597;45.7783527;2012;MASTER LMD;Clermont_Ferrand_2_Blaise_Pascal_;Clermont-Ferrand;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;140;74;94;92;60;95;1840;28700;41;8.9;1740;63;72;37;1400;2020
3.0878597;45.7783527;2012;MASTER LMD;Clermont_Ferrand_2_Blaise_Pascal_;Clermont-Ferrand;Sciences, technologies et santé;Sciences fondamentales;18 mois après le diplôme;26;67;0;ns;ns;ns;ns;;41;8.9;1740;ns;ns;ns;1400;2020
3.0878597;45.7783527;2012;MASTER LMD;Clermont_Ferrand_2_Blaise_Pascal_;Clermont-Ferrand;Sciences, technologies et santé;Sciences de l'ingénieur;18 mois après le diplôme;42;68;95;95;65;98;2090;32600;41;8.9;1740;81;81;14;1400;2020
3.0878597;45.7783527;2012;MASTER LMD;Clermont_Ferrand_2_Blaise_Pascal_;Clermont-Ferrand;Sciences, technologies et santé;Informatique;18 mois après le diplôme;10;69;0;ns;ns;ns;ns;;41;8.9;1740;ns;ns;ns;1400;2020
-0.365641;43.3150753;2012;MASTER LMD;Pau_Pays_de_l'Adour_;Bordeaux;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;119;87;85;71;84;93;1730;27000;34;10;1710;37;51;73;1360;2030
-0.365641;43.3150753;2012;MASTER LMD;Pau_Pays_de_l'Adour_;Bordeaux;Droit, économie et gestion;Gestion;30 mois après le diplôme;68;87;90;70;80;95;1780;27700;34;10;1710;39;40;63;1360;2030
-0.365641;43.3150753;2012;MASTER LMD;Pau_Pays_de_l'Adour_;Bordeaux;Sciences humaines et sociales;Ensemble sciences humaines et sociales;18 mois après le diplôme;39;87;66;ns;ns;ns;ns;;34;10;1710;ns;ns;61;1360;2030
-0.365641;43.3150753;2012;MASTER LMD;Pau_Pays_de_l'Adour_;Bordeaux;Sciences, technologies et santé;Sciences fondamentales;18 mois après le diplôme;32;93;81;ns;ns;ns;ns;;34;10;1710;ns;ns;65;1360;2030
2.8948332;42.6886591;2012;MASTER LMD;Perpignan_;Montpellier;Droit, économie et gestion;Économie;18 mois après le diplôme;23;57;0;ns;ns;ns;ns;;40;14.3;1680;ns;ns;ns;1310;2010
2.8948332;42.6886591;2012;MASTER LMD;Perpignan_;Montpellier;Sciences, technologies et santé;Autres sciences, technologies et santé;18 mois après le diplôme;11;67;0;ns;ns;ns;ns;;40;14.3;1680;ns;ns;ns;1310;2010
7.752111299999999;48.5734053;2012;MASTER LMD;Strasbourg_;Strasbourg;Droit, économie et gestion;Économie;30 mois après le diplôme;5;100;0;ns;ns;ns;ns;;23;9.3;1760;ns;ns;ns;1430;2080
7.752111299999999;48.5734053;2012;MASTER LMD;Strasbourg_;Strasbourg;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;41;69;85;79;54;88;ns;;23;9.3;1760;57;74;63;1430;2080
7.752111299999999;48.5734053;2012;MASTER LMD;Strasbourg_;Strasbourg;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;42;79;90;74;50;84;ns;;23;9.3;1760;44;31;78;1430;2080
7.752111299999999;48.5734053;2012;MASTER LMD;Strasbourg_;Strasbourg;Sciences, technologies et santé;Sciences de l'ingénieur;30 mois après le diplôme;65;73;94;98;85;100;2090;32600;23;9.3;1760;79;55;30;1430;2080
7.752111299999999;48.5734053;2012;MASTER LMD;Strasbourg_;Strasbourg;Sciences, technologies et santé;Informatique;18 mois après le diplôme;38;81;92;97;82;100;ns;;23;9.3;1760;93;45;7;1430;2080
7.3121303;47.7301377;2012;MASTER LMD;Mulhouse_Haute_Alsace_;Strasbourg;Lettres, langues, arts;Lettres, langues, arts;30 mois après le diplôme;26;82;0;ns;ns;ns;ns;;29;9.3;1760;ns;ns;ns;1430;2080
7.3121303;47.7301377;2012;MASTER LMD;Mulhouse_Haute_Alsace_;Strasbourg;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;31;84;94;ns;ns;ns;ns;;29;9.3;1760;ns;ns;76;1430;2080
7.3121303;47.7301377;2012;MASTER LMD;Mulhouse_Haute_Alsace_;Strasbourg;Sciences humaines et sociales;Information communication;18 mois après le diplôme;17;91;0;ns;ns;ns;ns;;29;9.3;1760;ns;ns;ns;1430;2080
7.3121303;47.7301377;2012;MASTER LMD;Mulhouse_Haute_Alsace_;Strasbourg;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;14;78;0;ns;ns;ns;ns;;29;9.3;1760;ns;ns;ns;1430;2080
7.3121303;47.7301377;2012;MASTER LMD;Mulhouse_Haute_Alsace_;Strasbourg;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;97;80;82;94;61;99;2000;31200;29;9.3;1760;70;57;46;1430;2080
7.3121303;47.7301377;2012;MASTER LMD;Mulhouse_Haute_Alsace_;Strasbourg;Sciences, technologies et santé;Sciences de la vie et de la terre;30 mois après le diplôme;28;79;0;ns;ns;ns;ns;;29;9.3;1760;ns;ns;ns;1430;2080
4.8396946;45.7544938;2012;MASTER ENS;Lyon_1_Claude_Bernard_;Lyon;Masters enseignement;Masters enseignement;18 mois après le diplôme;149;77;99;91;87;95;1690;26400;28;8.9;1780;82;29;71;1430;2130
4.8396946;45.7544938;2012;MASTER LMD;Lyon_1_Claude_Bernard_;Lyon;Droit, économie et gestion;Économie;18 mois après le diplôme;13;87;0;ns;ns;ns;ns;;28;8.9;1780;ns;ns;ns;1430;2130
4.8396946;45.7544938;2012;MASTER LMD;Lyon_1_Claude_Bernard_;Lyon;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;3;100;0;ns;ns;ns;nd;;28;8.9;1780;ns;ns;ns;1430;2130
4.8396946;45.7544938;2012;MASTER LMD;Lyon_1_Claude_Bernard_;Lyon;Sciences, technologies et santé;Sciences de l'ingénieur;30 mois après le diplôme;82;84;93;97;87;99;2020;31600;28;8.9;1780;81;34;22;1430;2130
4.8371866;45.7507518;2012;MASTER ENS;Lyon_2_Lumière_;Lyon;Masters enseignement;Masters enseignement;30 mois après le diplôme;53;68;96;79;73;76;1650;25700;36;8.9;1780;66;10;98;1430;2130
4.8371866;45.7507518;2012;MASTER LMD;Lyon_2_Lumière_;Lyon;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;207;73;88;79;79;96;1880;29300;29;8.9;1780;47;39;58;1430;2130
4.8371866;45.7507518;2012;MASTER LMD;Lyon_2_Lumière_;Lyon;Droit, économie et gestion;Économie;30 mois après le diplôme;68;76;87;84;75;95;1920;29900;29;8.9;1780;49;44;47;1430;2130
4.8371866;45.7507518;2012;MASTER LMD;Lyon_2_Lumière_;Lyon;Sciences humaines et sociales;Psychologie;18 mois après le diplôme;89;76;90;93;51;45;1700;26600;29;8.9;1780;81;29;83;1430;2130
4.8371866;45.7507518;2012;MASTER LMD;Lyon_2_Lumière_;Lyon;Sciences humaines et sociales;Autres sciences humaines et sociales;18 mois après le diplôme;115;79;84;72;44;81;1500;23400;29;8.9;1780;36;40;68;1430;2130
4.8371866;45.7507518;2012;MASTER LMD;Lyon_2_Lumière_;Lyon;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;55;74;93;87;80;100;1790;28000;29;8.9;1780;73;36;29;1430;2130
4.8377007;45.7674337;2012;MASTER ENS;Lyon_3_Jean_Moulin_;Lyon;Masters enseignement;Masters enseignement;18 mois après le diplôme;17;74;0;ns;ns;ns;ns;;35;8.9;1780;ns;ns;ns;1430;2130
4.8377007;45.7674337;2012;MASTER LMD;Lyon_3_Jean_Moulin_;Lyon;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;530;71;86;88;66;98;1930;30200;25;8.9;1780;57;43;54;1430;2130
4.8377007;45.7674337;2012;MASTER LMD;Lyon_3_Jean_Moulin_;Lyon;Droit, économie et gestion;Gestion;30 mois après le diplôme;395;70;92;99;86;98;2190;34200;25;8.9;1780;80;40;48;1430;2130
4.8377007;45.7674337;2012;MASTER LMD;Lyon_3_Jean_Moulin_;Lyon;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;44;71;72;ns;ns;ns;ns;;25;8.9;1780;ns;70;67;1430;2130
