Longitude;Latitude;annee;diplome;NameOfUni;academie;domaine;discipline;situation;nombre_de_reponses;taux_de_reponse;taux_dinsertion;emplois_cadre_ou_professions_intermediaires;emplois_stables;emplois_a_temps_plein;salaire_net_median_des_emplois_a_temps_plein;salaire_brut_annuel_estime;de_diplomes_boursiers;taux_de_chomage_regional;salaire_net_mensuel_median_regional;emplois_cadre;emplois_exterieurs_a_la_region_de_luniversite;femmes;salaire_net_mensuel_regional_1er_quartile;salaire_net_mensuel_regional_3eme_quartile
4.8377007;45.7674337;2010;MASTER LMD;Lyon_3_Jean_Moulin_;Lyon;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;115;78;82;98;57;99;1640;25600;20;9.2;1750;nd;nd;nd;;
4.8377007;45.7674337;2010;MASTER LMD;Lyon_3_Jean_Moulin_;Lyon;Sciences humaines et sociales;Information communication;30 mois après le diplôme;51;78;80;98;71;98;1630;25400;20;9.2;1750;nd;nd;nd;;
-0.346575;47.48386199999999;2010;MASTER LMD;Le_Mans_Maine_;Nantes;Droit, économie et gestion;Économie;30 mois après le diplôme;46;96;87;68;68;95;ns;;29;9;1680;nd;nd;nd;;
-0.346575;47.48386199999999;2010;MASTER LMD;Le_Mans_Maine_;Nantes;Lettres, langues, arts;Lettres, langues, arts;30 mois après le diplôme;21;81;0;ns;ns;ns;ns;;29;9;1680;nd;nd;nd;;
5.917781;45.564601;2010;MASTER LMD;Chambery_Savoie_;Grenoble;Droit, économie et gestion;Droit;30 mois après le diplôme;27;94;0;ns;ns;ns;ns;;33;9.2;1750;nd;nd;nd;;
5.917781;45.564601;2010;MASTER LMD;Chambery_Savoie_;Grenoble;Lettres, langues, arts;Lettres, langues, arts;30 mois après le diplôme;38;81;95;56;64;84;ns;;33;9.2;1750;nd;nd;nd;;
5.917781;45.564601;2010;MASTER LMD;Chambery_Savoie_;Grenoble;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;87;96;95;87;56;69;1670;26100;33;9.2;1750;nd;nd;nd;;
2.273451;48.870029;2010;MASTER LMD;Paris_Dauphine_;Paris;Droit, économie et gestion;Droit;30 mois après le diplôme;0;0;0;;;;;;;8.8;1990;nd;nd;nd;;
2.273451;48.870029;2010;MASTER LMD;Paris_Dauphine_;Paris;Sciences, technologies et santé;Informatique;30 mois après le diplôme;0;0;0;;;;;;;8.8;1990;nd;nd;nd;;
2.344468;48.8469373;2010;MASTER LMD;Paris_1_Pantheon_Sorbonne_;Paris;Droit, économie et gestion;Gestion;30 mois après le diplôme;149;63;99;88;84;96;2330;36400;20;8.8;1990;nd;nd;nd;;
2.344468;48.8469373;2010;MASTER LMD;Paris_1_Pantheon_Sorbonne_;Paris;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;87;69;99;88;49;92;1800;28100;20;8.8;1990;nd;nd;nd;;
2.3334127;48.8433032;2010;MASTER LMD;Paris_2_Pantheon_Assas_;Paris;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;11;48;0;ns;ns;ns;ns;;12;8.8;1990;nd;nd;nd;;
2.3334127;48.8433032;2010;MASTER LMD;Paris_2_Pantheon_Assas_;Paris;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;19;34;0;ns;ns;ns;ns;;12;8.8;1990;nd;nd;nd;;
2.3538807;48.83979619999999;2010;MASTER LMD;Paris_3_Sorbonne_Nouvelle_;Paris;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;20;60;0;ns;ns;ns;ns;;21;8.8;1990;nd;nd;nd;;
2.340761;48.851251;2010;MASTER LMD;Paris_Rene_Descartes_;Paris;Droit, économie et gestion;Économie;30 mois après le diplôme;4;57;0;ns;ns;ns;ns;;21;8.8;1990;nd;nd;nd;;
2.340761;48.851251;2010;MASTER LMD;Paris_Rene_Descartes_;Paris;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;2;100;0;ns;ns;ns;ns;;21;8.8;1990;nd;nd;nd;;
2.340761;48.851251;2010;MASTER LMD;Paris_Rene_Descartes_;Paris;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;186;75;92;93;63;68;1750;27300;21;8.8;1990;nd;nd;nd;;
2.340761;48.851251;2010;MASTER LMD;Paris_Rene_Descartes_;Paris;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;61;76;83;88;74;90;1970;30700;21;8.8;1990;nd;nd;nd;;
4.805528;43.94931700000001;2010;MASTER LMD;Avignon_;Aix-Marseille;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;27;66;0;ns;ns;ns;ns;;38;11.7;1750;nd;nd;nd;;
4.805528;43.94931700000001;2010;MASTER LMD;Avignon_;Aix-Marseille;Droit, économie et gestion;Économie;30 mois après le diplôme;3;63;0;ns;ns;ns;ns;;38;11.7;1750;nd;nd;nd;;
4.805528;43.94931700000001;2010;MASTER LMD;Avignon_;Aix-Marseille;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;33;73;78;ns;ns;ns;ns;;38;11.7;1750;nd;nd;nd;;
-4.5016509;48.4004967;2011;MASTER LMD;Brest_Bretagne_occidentale_;Rennes;Sciences, technologies et santé;Sciences de l'ingénieur;30 mois après le diplôme;16;71;0;ns;ns;ns;ns;;39;8.5;1650;ns;ns;ns;;
4.360054;43.836699;2011;MASTER LMD;Nîmes_;Montpellier;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;7;56;0;;;;;;50;13.7;1660;;;;;
4.360054;43.836699;2011;MASTER LMD;Nîmes_;Montpellier;Droit, économie et gestion;Droit;30 mois après le diplôme;7;56;0;;;;;;50;13.7;1660;;;;;
4.360054;43.836699;2011;MASTER LMD;Nîmes_;Montpellier;Sciences humaines et sociales;Psychologie;30 mois après le diplôme;7;75;0;;;;;;50;13.7;1660;;;;;
1.4542318;43.5968342;2011;MASTER LMD;Toulouse_3_Paul_Sabatier_;Toulouse;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;499;73;92;98;79;96;1970;30700;36;9.9;1720;86;41;35;;
-0.5773376;44.8456953;2011;MASTER LMD;Bordeaux_Montaigne_;Bordeaux;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;44;90;84;88;54;94;1720;26800;32;9.6;1660;70;48;70;;
-0.5773376;44.8456953;2011;MASTER LMD;Bordeaux_Montaigne_;Bordeaux;Sciences, technologies et santé;Sciences de la vie et de la terre;30 mois après le diplôme;27;94;0;ns;ns;ns;ns;;32;9.6;1660;ns;ns;ns;;
-0.57918;44.837789;2011;MASTER ENS;Bordeaux_;Bordeaux;Masters enseignement;Masters enseignement;30 mois après le diplôme;204;64;96;81;70;84;1700;26500;25;9.6;1660;76;37;85;;
-0.57918;44.837789;2011;MASTER ENS;Bordeaux_;Bordeaux;Masters enseignement;Masters enseignement : second degré, CPE...;30 mois après le diplôme;61;68;100;84;80;94;1780;27800;25;9.6;1660;81;66;79;;
-0.57918;44.837789;2011;MASTER LMD;Bordeaux_;Bordeaux;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;303;61;90;82;77;97;1950;30400;25;9.6;1660;58;58;52;;
-0.57918;44.837789;2011;MASTER LMD;Bordeaux_;Bordeaux;Droit, économie et gestion;Économie;30 mois après le diplôme;64;64;89;85;68;100;1930;30200;25;9.6;1660;57;63;41;;
-0.57918;44.837789;2011;MASTER LMD;Bordeaux_;Bordeaux;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;103;84;79;90;53;63;1630;25400;25;9.6;1660;75;54;88;;
-0.57918;44.837789;2011;MASTER LMD;Bordeaux_;Bordeaux;Sciences, technologies et santé;Sciences de la vie et de la terre;30 mois après le diplôme;135;82;90;90;64;95;1800;28100;25;9.6;1660;60;64;57;;
-0.57918;44.837789;2011;MASTER LMD;Bordeaux_;Bordeaux;Sciences, technologies et santé;Sciences de l'ingénieur;30 mois après le diplôme;163;82;93;99;94;99;2060;32100;25;9.6;1660;95;66;12;;
-0.57918;44.837789;2011;MASTER LMD;Bordeaux_;Bordeaux;Sciences, technologies et santé;Informatique;30 mois après le diplôme;45;87;100;100;91;100;2000;31200;25;9.6;1660;98;29;7;;
3.8720638;43.6156599;2011;MASTER ENS;Montpellier_1_;Montpellier;Masters enseignement;Masters enseignement;30 mois après le diplôme;19;70;0;ns;ns;ns;ns;;38;13.7;1660;ns;ns;ns;;
3.8720638;43.6156599;2011;MASTER ENS;Montpellier_1_;Montpellier;Masters enseignement;Masters enseignement : second degré, CPE...;30 mois après le diplôme;19;70;0;ns;ns;ns;ns;;38;13.7;1660;ns;ns;ns;;
3.8720638;43.6156599;2011;MASTER LMD;Montpellier_1_;Montpellier;Droit, économie et gestion;Économie;30 mois après le diplôme;26;69;0;ns;ns;ns;ns;;38;13.7;1660;ns;ns;ns;;
3.8720638;43.6156599;2011;MASTER LMD;Montpellier_1_;Montpellier;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;11;80;0;ns;ns;ns;ns;;38;13.7;1660;ns;ns;ns;;
-1.704454;48.121427;2011;MASTER ENS;Rennes_2_Haute_Bretagne_;Rennes;Masters enseignement;Masters enseignement : premier degré;30 mois après le diplôme;13;72;0;ns;ns;ns;ns;;49;8.5;1650;ns;ns;ns;;
-1.704454;48.121427;2011;MASTER LMD;Rennes_2_Haute_Bretagne_;Rennes;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;44;81;95;67;67;90;1460;22700;49;8.5;1650;29;33;70;;
-1.704454;48.121427;2011;MASTER LMD;Rennes_2_Haute_Bretagne_;Rennes;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;44;81;95;67;67;90;1460;22700;49;8.5;1650;29;33;70;;
-1.704454;48.121427;2011;MASTER LMD;Rennes_2_Haute_Bretagne_;Rennes;Lettres, langues, arts;Lettres, langues, arts;30 mois après le diplôme;104;80;86;67;63;77;1400;21800;49;8.5;1650;34;66;73;;
0.6738727999999999;47.3838055;2011;MASTER ENS;Tours_Francois_Rabelais_;Orléans-Tours;Masters enseignement;Masters enseignement : premier degré;30 mois après le diplôme;38;69;97;76;65;81;ns;;33;9.2;1760;70;30;nd;;
0.6738727999999999;47.3838055;2011;MASTER ENS;Tours_Francois_Rabelais_;Orléans-Tours;Masters enseignement;Masters enseignement : second degré, CPE...;30 mois après le diplôme;7;73;0;ns;ns;ns;ns;;33;9.2;1760;ns;ns;nd;;
0.6738727999999999;47.3838055;2011;MASTER LMD;Tours_Francois_Rabelais_;Orléans-Tours;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;27;74;0;ns;ns;ns;ns;;33;9.2;1760;ns;ns;ns;;
0.6738727999999999;47.3838055;2011;MASTER LMD;Tours_Francois_Rabelais_;Orléans-Tours;Lettres, langues, arts;Lettres, langues, arts;30 mois après le diplôme;46;60;89;85;68;75;ns;;33;9.2;1760;49;44;89;;
0.6738727999999999;47.3838055;2011;MASTER LMD;Tours_Francois_Rabelais_;Orléans-Tours;Sciences humaines et sociales;Histoire-géographie;30 mois après le diplôme;17;71;0;ns;ns;ns;ns;;33;9.2;1760;ns;ns;ns;;
0.6738727999999999;47.3838055;2011;MASTER LMD;Tours_Francois_Rabelais_;Orléans-Tours;Sciences humaines et sociales;Psychologie;30 mois après le diplôme;48;77;98;93;53;53;ns;;33;9.2;1760;84;60;90;;
5.7362109;45.18999340000001;2011;MASTER ENS;Grenoble_1_Joseph_Fourier_;Grenoble;Masters enseignement;Masters enseignement;30 mois après le diplôme;81;65;97;85;83;92;1660;25800;41;8.5;1730;77;28;76;;
5.7362109;45.18999340000001;2011;MASTER LMD;Grenoble_1_Joseph_Fourier_;Grenoble;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;51;83;84;95;42;95;1770;27600;41;8.5;1730;68;38;51;;
5.7362109;45.18999340000001;2011;MASTER LMD;Grenoble_1_Joseph_Fourier_;Grenoble;Sciences, technologies et santé;Sciences de l'ingénieur;30 mois après le diplôme;92;76;97;99;91;100;2150;33500;41;8.5;1730;90;50;25;;
5.7362109;45.18999340000001;2011;MASTER LMD;Grenoble_1_Joseph_Fourier_;Grenoble;Sciences, technologies et santé;Informatique;30 mois après le diplôme;32;81;88;ns;ns;ns;ns;;41;8.5;1730;ns;ns;16;;
5.771012799999999;45.1892589;2011;MASTER ENS;Grenoble_2_Pierre_Mendès_;Grenoble;Masters enseignement;Masters enseignement;30 mois après le diplôme;32;85;100;91;91;88;ns;;30;8.5;1730;84;22;84;;
5.7727998;45.1913516;2011;MASTER ENS;Grenoble_3_Stendhal_;Grenoble;Masters enseignement;Masters enseignement;30 mois après le diplôme;28;76;0;ns;ns;ns;ns;;34;8.5;1730;ns;ns;ns;;
5.7727998;45.1913516;2011;MASTER LMD;Grenoble_3_Stendhal_;Grenoble;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;46;76;87;78;43;85;1650;25700;34;8.5;1730;46;53;70;;
4.392984999999999;45.424622;2011;MASTER LMD;Saint_Etienne_Jean_Monnet_;Lyon;Droit, économie et gestion;Droit;30 mois après le diplôme;10;57;0;ns;ns;ns;ns;;31;8.5;1730;ns;ns;ns;;
4.392984999999999;45.424622;2011;MASTER LMD;Saint_Etienne_Jean_Monnet_;Lyon;Droit, économie et gestion;Économie;30 mois après le diplôme;25;73;0;ns;ns;ns;ns;;31;8.5;1730;ns;ns;ns;;
4.392984999999999;45.424622;2011;MASTER LMD;Saint_Etienne_Jean_Monnet_;Lyon;Sciences humaines et sociales;Histoire-géographie;30 mois après le diplôme;18;69;0;ns;ns;ns;ns;;31;8.5;1730;ns;ns;ns;;
4.392984999999999;45.424622;2011;MASTER LMD;Saint_Etienne_Jean_Monnet_;Lyon;Sciences, technologies et santé;Sciences de la vie et de la terre;30 mois après le diplôme;17;71;0;ns;ns;ns;ns;;31;8.5;1730;ns;ns;ns;;
4.392984999999999;45.424622;2011;MASTER LMD;Saint_Etienne_Jean_Monnet_;Lyon;Sciences, technologies et santé;Sciences fondamentales;30 mois après le diplôme;1;100;0;nd;nd;nd;nd;;31;8.5;1730;nd;nd;nd;;
4.392984999999999;45.424622;2011;MASTER LMD;Saint_Etienne_Jean_Monnet_;Lyon;Sciences, technologies et santé;Sciences de l'ingénieur;30 mois après le diplôme;17;77;0;ns;ns;ns;ns;;31;8.5;1730;ns;ns;ns;;
-1.553621;47.218371;2011;MASTER ENS;Nantes_;Nantes;Masters enseignement;Masters enseignement : premier degré;30 mois après le diplôme;63;55;98;84;71;83;1650;25700;29;8.5;1690;76;16;83;;
-1.553621;47.218371;2011;MASTER LMD;Nantes_;Nantes;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;13;71;0;ns;ns;ns;ns;;29;8.5;1690;ns;ns;ns;;
-1.553621;47.218371;2011;MASTER LMD;Nantes_;Nantes;Sciences humaines et sociales;Information communication;30 mois après le diplôme;61;72;74;60;49;84;ns;;29;8.5;1690;30;58;72;;
1.909251;47.902964;2011;MASTER LMD;Orleans_;Orléans-Tours;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;5;56;0;ns;ns;ns;ns;;28;9.2;1760;ns;ns;ns;;
6.2080932;48.8744233;2011;MASTER ENS;Lorraine_;Nancy-Metz;Masters enseignement;Masters enseignement;30 mois après le diplôme;266;72;98;75;75;87;1700;26500;33;10.3;1720;60;37;84;;
6.2080932;48.8744233;2011;MASTER LMD;Lorraine_;Nancy-Metz;Lettres, langues, arts;Lettres, langues, arts;30 mois après le diplôme;102;61;89;76;77;88;1750;27300;33;10.3;1720;57;48;82;;
6.2080932;48.8744233;2011;MASTER LMD;Lorraine_;Nancy-Metz;Sciences humaines et sociales;Psychologie;30 mois après le diplôme;62;85;97;88;48;68;1610;25100;33;10.3;1720;75;42;87;;
6.2080932;48.8744233;2011;MASTER LMD;Lorraine_;Nancy-Metz;Sciences humaines et sociales;Information communication;30 mois après le diplôme;36;64;72;ns;ns;ns;ns;;33;10.3;1720;ns;ns;69;;
6.2080932;48.8744233;2011;MASTER LMD;Lorraine_;Nancy-Metz;Sciences, technologies et santé;Sciences fondamentales;30 mois après le diplôme;27;81;0;ns;ns;ns;ns;;33;10.3;1720;ns;ns;ns;;
6.2080932;48.8744233;2011;MASTER LMD;Lorraine_;Nancy-Metz;Sciences, technologies et santé;Sciences de l'ingénieur;30 mois après le diplôme;144;78;93;99;86;100;2170;33900;33;10.3;1720;89;83;23;;
6.2080932;48.8744233;2011;MASTER LMD;Lorraine_;Nancy-Metz;Sciences, technologies et santé;Informatique;30 mois après le diplôme;63;79;90;100;93;100;2300;35900;33;10.3;1720;95;72;22;;
-3.3854288;47.74291239999999;2011;MASTER LMD;Bretagne_Sud_;Rennes;Droit, économie et gestion;Économie;30 mois après le diplôme;41;88;95;81;82;97;1830;28500;33;8.5;1650;30;33;61;;
-3.3854288;47.74291239999999;2011;MASTER LMD;Bretagne_Sud_;Rennes;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;108;89;91;99;87;99;2150;33500;33;8.5;1650;85;66;14;;
-3.3854288;47.74291239999999;2011;MASTER LMD;Bretagne_Sud_;Rennes;Sciences, technologies et santé;Sciences fondamentales;30 mois après le diplôme;2;100;0;ns;ns;ns;ns;;33;8.5;1650;ns;ns;ns;;
-3.3854288;47.74291239999999;2011;MASTER LMD;Bretagne_Sud_;Rennes;Sciences, technologies et santé;Sciences de l'ingénieur;30 mois après le diplôme;85;90;93;100;91;100;2130;33200;33;8.5;1650;91;63;6;;
3.5125827;50.323558;2011;MASTER LMD;Valenciennes_Hainaut_Cambresis_;Lille;Droit, économie et gestion;Droit;30 mois après le diplôme;28;69;0;ns;ns;ns;ns;;36;12.8;1750;ns;ns;ns;;
3.5125827;50.323558;2011;MASTER LMD;Valenciennes_Hainaut_Cambresis_;Lille;Sciences humaines et sociales;Information communication;30 mois après le diplôme;29;92;0;ns;ns;ns;ns;;36;12.8;1750;ns;ns;ns;;
3.138063;50.609049;2011;MASTER ENS;Lille_1_Sciences_technologies_;Lille;Masters enseignement;Masters enseignement : second degré, CPE...;30 mois après le diplôme;78;80;100;99;88;93;1800;28000;22;12.8;1750;86;32;65;;
3.138063;50.609049;2011;MASTER LMD;Lille_1_Sciences_technologies_;Lille;Sciences, technologies et santé;Sciences fondamentales;30 mois après le diplôme;60;87;88;98;89;100;1930;30200;22;12.8;1750;77;62;50;;
3.0751371;50.63166;2011;MASTER LMD;Lille_2_Droit_et_sante_;Lille;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;124;88;94;98;79;95;2000;31200;35;12.8;1750;67;48;70;;
2.373088;51.0401889;2011;MASTER ENS;Littoral_Cote_d'Opale_;Lille;Masters enseignement;Masters enseignement : second degré, CPE...;30 mois après le diplôme;30;79;100;97;76;97;ns;;22;12.8;1750;95;9;69;;
2.373088;51.0401889;2011;MASTER LMD;Littoral_Cote_d'Opale_;Lille;Droit, économie et gestion;Économie;30 mois après le diplôme;1;100;0;ns;ns;ns;ns;;22;12.8;1750;ns;ns;ns;;
3.08794;45.77059;2011;MASTER LMD;Clermont_Ferrand_1_Auvergne_;Clermont-Ferrand;Droit, économie et gestion;Gestion;30 mois après le diplôme;84;84;96;85;93;100;1950;30400;29;8.6;1710;60;50;49;;
3.0878597;45.7783527;2011;MASTER LMD;Clermont_Ferrand_2_Blaise_Pascal_;Clermont-Ferrand;Sciences, technologies et santé;Sciences de la vie et de la terre;30 mois après le diplôme;16;86;0;ns;ns;ns;ns;;39;8.6;1710;ns;ns;ns;;
3.0878597;45.7783527;2011;MASTER LMD;Clermont_Ferrand_2_Blaise_Pascal_;Clermont-Ferrand;Sciences, technologies et santé;Autres sciences, technologies et santé;30 mois après le diplôme;14;77;0;ns;ns;ns;ns;;39;8.6;1710;ns;ns;ns;;
-0.365641;43.3150753;2011;MASTER LMD;Pau_Pays_de_l'Adour_;Bordeaux;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;128;91;81;84;73;99;1700;26500;39;9.6;1660;60;44;35;;
-0.365641;43.3150753;2011;MASTER LMD;Pau_Pays_de_l'Adour_;Bordeaux;Sciences, technologies et santé;Sciences de la vie et de la terre;30 mois après le diplôme;31;89;71;ns;ns;ns;ns;;39;9.6;1660;ns;ns;65;;
-0.365641;43.3150753;2011;MASTER LMD;Pau_Pays_de_l'Adour_;Bordeaux;Sciences, technologies et santé;Informatique;30 mois après le diplôme;22;90;0;ns;ns;ns;ns;;39;9.6;1660;ns;ns;ns;;
2.8948332;42.6886591;2011;MASTER LMD;Perpignan_;Montpellier;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;14;70;0;ns;ns;ns;ns;;36;13.7;1660;ns;ns;ns;;
2.8948332;42.6886591;2011;MASTER LMD;Perpignan_;Montpellier;Sciences, technologies et santé;Informatique;30 mois après le diplôme;2;67;0;ns;ns;ns;ns;;36;13.7;1660;ns;ns;ns;;
7.752111299999999;48.5734053;2011;MASTER LMD;Strasbourg_;Strasbourg;Droit, économie et gestion;Droit;30 mois après le diplôme;92;77;88;86;75;95;2000;31100;25;8.9;1760;74;68;71;;
7.752111299999999;48.5734053;2011;MASTER LMD;Strasbourg_;Strasbourg;Sciences humaines et sociales;Information communication;30 mois après le diplôme;41;86;93;94;32;74;ns;;25;8.9;1760;88;86;61;;
4.8396946;45.7544938;2011;MASTER ENS;Lyon_1_Claude_Bernard_;Lyon;Masters enseignement;Masters enseignement;30 mois après le diplôme;249;73;97;88;79;88;1700;26500;25;8.5;1730;46;22;84;;
4.8371866;45.7507518;2011;MASTER LMD;Lyon_2_Lumière_;Lyon;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;197;66;90;86;75;96;1900;29600;28;8.5;1730;56;36;60;;
7.3121303;47.7301377;2011;MASTER LMD;Mulhouse_Haute_Alsace_;Strasbourg;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;53;86;89;87;41;85;1450;22600;34;8.9;1760;34;58;87;;
7.3121303;47.7301377;2011;MASTER LMD;Mulhouse_Haute_Alsace_;Strasbourg;Sciences humaines et sociales;Histoire-géographie;30 mois après le diplôme;1;50;0;ns;ns;ns;ns;;34;8.9;1760;ns;ns;ns;;
7.3121303;47.7301377;2011;MASTER LMD;Mulhouse_Haute_Alsace_;Strasbourg;Sciences, technologies et santé;Sciences de la vie et de la terre;30 mois après le diplôme;8;56;0;ns;ns;ns;ns;;34;8.9;1760;ns;ns;ns;;
7.3121303;47.7301377;2011;MASTER LMD;Mulhouse_Haute_Alsace_;Strasbourg;Sciences, technologies et santé;Informatique;30 mois après le diplôme;9;69;0;ns;ns;ns;ns;;34;8.9;1760;ns;ns;ns;;
4.8396946;45.7544938;2011;MASTER LMD;Lyon_1_Claude_Bernard_;Lyon;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;1;100;0;ns;ns;ns;nd;;25;8.5;1730;ns;ns;ns;;
4.8396946;45.7544938;2011;MASTER LMD;Lyon_1_Claude_Bernard_;Lyon;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;0;0;0;nd;nd;nd;nd;;25;8.5;1730;nd;nd;nd;;
4.8396946;45.7544938;2011;MASTER LMD;Lyon_1_Claude_Bernard_;Lyon;Sciences, technologies et santé;Sciences de l'ingénieur;30 mois après le diplôme;83;87;92;99;89;99;2090;32500;25;8.5;1730;86;42;18;;
4.8371866;45.7507518;2011;MASTER ENS;Lyon_2_Lumière_;Lyon;Masters enseignement;Masters enseignement;30 mois après le diplôme;40;65;95;ns;55;70;ns;;28;8.5;1730;ns;27;95;;
4.8371866;45.7507518;2011;MASTER ENS;Lyon_2_Lumière_;Lyon;Masters enseignement;Masters enseignement : premier degré;30 mois après le diplôme;40;65;95;ns;55;70;ns;;28;8.5;1730;ns;27;95;;
4.8371866;45.7507518;2011;MASTER LMD;Lyon_2_Lumière_;Lyon;Droit, économie et gestion;Droit;30 mois après le diplôme;62;66;90;84;71;94;1770;27600;28;8.5;1730;37;27;87;;
4.8371866;45.7507518;2011;MASTER LMD;Lyon_2_Lumière_;Lyon;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;324;79;87;80;58;76;1600;25000;28;8.5;1730;55;40;80;;
4.8371866;45.7507518;2011;MASTER LMD;Lyon_2_Lumière_;Lyon;Sciences humaines et sociales;Histoire-géographie;30 mois après le diplôme;63;76;84;70;59;85;1600;25000;28;8.5;1730;41;49;65;;
4.8371866;45.7507518;2011;MASTER LMD;Lyon_2_Lumière_;Lyon;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;128;80;83;75;54;88;1580;24600;28;8.5;1730;42;44;78;;
4.8377007;45.7674337;2011;MASTER LMD;Lyon_3_Jean_Moulin_;Lyon;Droit, économie et gestion;Gestion;30 mois après le diplôme;409;72;92;99;86;99;2220;34600;23;8.5;1730;84;46;56;;
4.8377007;45.7674337;2011;MASTER LMD;Lyon_3_Jean_Moulin_;Lyon;Sciences humaines et sociales;Histoire-géographie;30 mois après le diplôme;26;92;0;ns;ns;ns;ns;;23;8.5;1730;ns;ns;ns;;
-0.346575;47.48386199999999;2011;MASTER ENS;Le_Mans_Maine_;Nantes;Masters enseignement;Masters enseignement : second degré, CPE...;30 mois après le diplôme;19;93;0;ns;ns;ns;ns;;31;8.5;1690;ns;ns;ns;;
-0.346575;47.48386199999999;2011;MASTER LMD;Le_Mans_Maine_;Nantes;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;63;95;91;72;74;95;1750;27300;31;8.5;1690;39;57;59;;
5.917781;45.564601;2011;MASTER ENS;Chambery_Savoie_;Grenoble;Masters enseignement;Masters enseignement;30 mois après le diplôme;71;89;96;90;88;94;1690;26400;39;8.5;1730;72;29;86;;
5.917781;45.564601;2011;MASTER LMD;Chambery_Savoie_;Grenoble;Sciences humaines et sociales;Histoire-géographie;30 mois après le diplôme;30;94;87;ns;ns;ns;ns;;39;8.5;1730;ns;ns;63;;
5.917781;45.564601;2011;MASTER LMD;Chambery_Savoie_;Grenoble;Sciences, technologies et santé;Informatique;30 mois après le diplôme;31;86;90;ns;ns;ns;ns;;39;8.5;1730;ns;ns;6;;
5.917781;45.564601;2011;MASTER LMD;Chambery_Savoie_;Grenoble;Sciences, technologies et santé;Autres sciences, technologies et santé;30 mois après le diplôme;10;93;0;ns;ns;ns;ns;;39;8.5;1730;ns;ns;ns;;
2.273451;48.870029;2011;MASTER LMD;Paris_Dauphine_;Paris;Droit, économie et gestion;Droit;30 mois après le diplôme;0;0;0;;;;;;39;8.6;1990;;;;;
2.273451;48.870029;2011;MASTER LMD;Paris_Dauphine_;Paris;Sciences, technologies et santé;Informatique;30 mois après le diplôme;0;0;0;;;;;;39;8.6;1990;;;;;
2.344468;48.8469373;2011;MASTER ENS;Paris_1_Pantheon_Sorbonne_;Paris;Masters enseignement;Masters enseignement;30 mois après le diplôme;27;54;0;ns;ns;ns;ns;;19;8.6;1990;ns;ns;ns;;
2.344468;48.8469373;2011;MASTER LMD;Paris_1_Pantheon_Sorbonne_;Paris;Sciences, technologies et santé;Informatique;30 mois après le diplôme;16;49;0;ns;ns;ns;ns;;19;8.6;1990;ns;ns;ns;;
